age_group,year,sex,edu_H,edu_M,edu_L
82,2023,F,0.18228878298159198,0.4382075590965258,0.3795036579218823
87,2023,F,0.18228878298159198,0.4382075590965258,0.3795036579218823
17,2023,M,0.011088255440631366,0.20539497022808564,0.783516774331283
22,2023,M,0.10440180191792373,0.7593710743140961,0.1362271237679801
27,2023,M,0.2932235706647718,0.5748141740305366,0.13196225530469155
32,2023,M,0.30070008127566383,0.5553957811994092,0.14390413752492692
37,2023,M,0.2713971388119468,0.5728735369479394,0.15572932424011365
42,2023,M,0.23210804646540115,0.5988009244267681,0.1690910291078306
47,2023,M,0.19958046302039573,0.6122288510288928,0.18819068595071148
52,2023,M,0.17289369277361658,0.6080946519281835,0.21901165529819988
57,2023,M,0.15234023999553817,0.5872010566372687,0.2604587033671931
62,2023,M,0.13516030839959775,0.5517328944156926,0.3131067971847096
67,2023,M,0.12247862553966414,0.5011493043656262,0.37637207009470963
72,2023,M,0.12247862553966414,0.5011493043656262,0.37637207009470963
77,2023,M,0.12247862553966414,0.5011493043656262,0.37637207009470963
82,2023,M,0.12247862553966414,0.5011493043656262,0.37637207009470963
87,2023,M,0.12247862553966414,0.5011493043656262,0.37637207009470963
17,2024,F,0.012825795933679376,0.18098892344237327,0.8061852806239473
22,2024,F,0.13255209963701922,0.7173509410009739,0.1500969593620069
27,2024,F,0.3574851585889476,0.5069544002927227,0.1355604411183297
32,2024,F,0.372809037446986,0.48196667789959735,0.1452242846534167
37,2024,F,0.3482846117877652,0.4953939346909667,0.15632145352126814
42,2024,F,0.3122038371654281,0.5182851537286346,0.16951100910593722
47,2024,F,0.2816853184481629,0.5300431609695411,0.18827152058229607
52,2024,F,0.25572029934175755,0.5259094057070637,0.21837029495117882
57,2024,F,0.23351130936793904,0.507448562378794,0.25904012825326683
62,2024,F,0.21189923994679544,0.476939992714518,0.31116076733868653
67,2024,F,0.19031440888569703,0.43440934217574373,0.37527624893855926
72,2024,F,0.19031440888569703,0.43440934217574373,0.37527624893855926
77,2024,F,0.19031440888569703,0.43440934217574373,0.37527624893855926
82,2024,F,0.19031440888569703,0.43440934217574373,0.37527624893855926
87,2024,F,0.19031440888569703,0.43440934217574373,0.37527624893855926
17,2024,M,0.011434448297330372,0.20555801991217673,0.783007531790493
22,2024,M,0.10753217554896445,0.7568987564280188,0.1355690680230167
27,2024,M,0.30064105438871397,0.568961776867492,0.130397168743794
32,2024,M,0.3093590508062577,0.5487386261760548,0.1419023230176874
37,2024,M,0.28008667386891184,0.5662922995235121,0.15362102660757607
42,2024,M,0.24165621476992194,0.591683138074757,0.16666064715532106
47,2024,M,0.20869138744777377,0.6056401899405613,0.18566842261166489
52,2024,M,0.1819470146677527,0.6019085447579942,0.21614444057425317
57,2024,M,0.16148824028737216,0.5814499464076206,0.2570618133050073
62,2024,M,0.144906482695652,0.5462723499474083,0.30882116735693965
67,2024,M,0.1323634303266712,0.4963965650035664,0.37124000466976254
72,2024,M,0.1323634303266712,0.4963965650035664,0.37124000466976254
77,2024,M,0.1323634303266712,0.4963965650035664,0.37124000466976254
82,2024,M,0.1323634303266712,0.4963965650035664,0.37124000466976254
87,2024,M,0.1323634303266712,0.4963965650035664,0.37124000466976254
17,2025,F,0.012925471672242216,0.18102440738943446,0.8060501209383233
22,2025,F,0.13350411705482385,0.7166125734728533,0.14988330947232273
27,2025,F,0.35956280544671126,0.5053610557991022,0.13507613875418656
32,2025,F,0.37514070520210246,0.4802276803031537,0.14463161449474382
37,2025,F,0.3505514097391765,0.4937271123376262,0.1557214779231974
42,2025,F,0.3148846801372817,0.516340500861002,0.16877481900171631
47,2025,F,0.2842755628634447,0.5282159284202038,0.1875085087163515
52,2025,F,0.25885637888772445,0.5238132808371377,0.21733034027513776
57,2025,F,0.23663939196348316,0.5055185414922075,0.25784206654430936
62,2025,F,0.21502838015851228,0.47521164637780927,0.30975997346367845
67,2025,F,0.19390979696232136,0.43269928879093855,0.3733909142467401
72,2025,F,0.19390979696232136,0.43269928879093855,0.3733909142467401
77,2025,F,0.19390979696232136,0.43269928879093855,0.3733909142467401
82,2025,F,0.19390979696232136,0.43269928879093855,0.3733909142467401
87,2025,F,0.19390979696232136,0.43269928879093855,0.3733909142467401
17,2025,M,0.011564600987377681,0.20561751292979522,0.7828178860828272
22,2025,M,0.10861418819896139,0.7560427766776797,0.13534303512335896
27,2025,M,0.303476000066266,0.5667232740694711,0.12980072586426297
32,2025,M,0.31232517213827005,0.5464561146955663,0.14121871316616366
37,2025,M,0.2835124553435035,0.563694643763313,0.15279290089318345
42,2025,M,0.24439380949607784,0.5896391276121611,0.16596706289176108
47,2025,M,0.21184315219811886,0.6033559530990823,0.18480089470279878
52,2025,M,0.1862144887196658,0.5989825023381914,0.21480300894214285
57,2025,M,0.16479587325396697,0.5793606163300753,0.25584351041595776
62,2025,M,0.1478395397133312,0.5446172153190317,0.30754324496763713
67,2025,M,0.13487938752239273,0.49517448523152835,0.3699461272460789
72,2025,M,0.13487938752239273,0.49517448523152835,0.3699461272460789
77,2025,M,0.13487938752239273,0.49517448523152835,0.3699461272460789
82,2025,M,0.13487938752239273,0.49517448523152835,0.3699461272460789
87,2025,M,0.13487938752239273,0.49517448523152835,0.3699461272460789
17,2026,F,0.013025591695927525,0.1810596407607506,0.8059147675433218
22,2026,F,0.13445860374114,0.7158718754661808,0.1496695207926793
27,2026,F,0.36163788623152016,0.5037692547235753,0.1345928590449046
32,2026,F,0.37723588603145086,0.4786646000719457,0.1440995138966034
37,2026,F,0.3530669372721237,0.49187672370542634,0.15505633902245008
42,2026,F,0.31729610454342744,0.5145904624137755,0.16811343304279713
47,2026,F,0.2871541645102624,0.5261840007529842,0.18666183473675352
52,2026,F,0.26199584047484004,0.5217129038805806,0.21629125564457932
57,2026,F,0.23942498694444148,0.503797758320943,0.2567772547346156
62,2026,F,0.21777381224775894,0.4736926997956938,0.3085334879565472
67,2026,F,0.19706935059470898,0.431192383203196,0.371738266202095
72,2026,F,0.19706935059470898,0.431192383203196,0.371738266202095
77,2026,F,0.19706935059470898,0.431192383203196,0.371738266202095
82,2026,F,0.19706935059470898,0.431192383203196,0.371738266202095
87,2026,F,0.19706935059470898,0.431192383203196,0.371738266202095
17,2026,M,0.011685496836550622,0.20567192014614114,0.7826425830173083
22,2026,M,0.10970061730585669,0.7551825899721603,0.135116792721983
27,2026,M,0.3060920228569182,0.5646568057666578,0.12925117137642397
32,2026,M,0.3150425871987761,0.5443640675540464,0.14059334524717748
37,2026,M,0.28641189066587086,0.5614947883837187,0.1520933209504104
42,2026,M,0.24768391480066787,0.5871807467629697,0.1651353384363623
47,2026,M,0.2152922357916587,0.600853414931919,0.18385434927642236
52,2026,M,0.18927834496965681,0.5968779575139601,0.2138436975163831
57,2026,M,0.16779014772922363,0.5774649458848133,0.25474490638596303
62,2026,M,0.15116297327220427,0.5427356215231582,0.30610140520463747
67,2026,M,0.138685631573325,0.49331682965383705,0.36799753877283786
72,2026,M,0.138685631573325,0.49331682965383705,0.36799753877283786
77,2026,M,0.138685631573325,0.49331682965383705,0.36799753877283786
82,2026,M,0.138685631573325,0.49331682965383705,0.36799753877283786
87,2026,M,0.138685631573325,0.49331682965383705,0.36799753877283786
17,2027,F,0.01311607991535739,0.18109113726693218,0.8057927828177104
22,2027,F,0.1353197388284464,0.715203267618586,0.14947699355296776
27,2027,F,0.3635032116155434,0.5023379985683487,0.13415878981610788
32,2027,F,0.3795600979007892,0.4769301508991821,0.14350975120002865
37,2027,F,0.3553279933494713,0.4902129250148691,0.15445908163565952
42,2027,F,0.31970613746086257,0.5128406686433481,0.16745319389578942
47,2027,F,0.2897452142936042,0.5243539137406331,0.1859008719657627
52,2027,F,0.2645096162394782,0.5200297164048051,0.21546066735571665
57,2027,F,0.24221508913480758,0.5020722702605146,0.25571264060467785
62,2027,F,0.22131339090804078,0.47173096830470945,0.3069556407872498
67,2027,F,0.2002411099765834,0.4296758702054146,0.370083019818002
72,2027,F,0.2002411099765834,0.4296758702054146,0.370083019818002
77,2027,F,0.2002411099765834,0.4296758702054146,0.370083019818002
82,2027,F,0.2002411099765834,0.4296758702054146,0.370083019818002
87,2027,F,0.2002411099765834,0.4296758702054146,0.370083019818002
17,2027,M,0.011817286269872752,0.2057303122460528,0.7824524014840745
22,2027,M,0.11079143370723937,0.7543182242800127,0.134890342012748
27,2027,M,0.3087070608532958,0.5625903310037108,0.12870260814299334
32,2027,M,0.31800515690795117,0.54208229404655806,0.13991254904549077
37,2027,M,0.2893117079936293,0.5592934627031682,0.1513948293032026
42,2027,M,0.25125388582510444,0.5845110250586634,0.16423508911623222
47,2027,M,0.21817469284569826,0.5987597993997286,0.18306550775457317
52,2027,M,0.19235476292329384,0.59476171192746,0.21288352514924624
57,2027,M,0.1711358969808781,0.5753421132538535,0.2535219897652683
62,2027,M,0.15451091066598327,0.5408337843216584,0.3046553050123583
67,2027,M,0.14081662482213092,0.4922723127791227,0.36691106239874643
72,2027,M,0.14081662482213092,0.4922723127791227,0.36691106239874643
77,2027,M,0.14081662482213092,0.4922723127791227,0.36691106239874643
82,2027,M,0.14081662482213092,0.4922723127791227,0.36691106239874643
87,2027,M,0.14081662482213092,0.4922723127791227,0.36691106239874643
17,2028,F,0.01321704519265247,0.18112589691767997,0.8056570578896675
22,2028,F,0.13627886990446686,0.714458184781147,0.14926294531438625
27,2028,F,0.3655732398623454,0.5007492799976255,0.13367748014002917
32,2028,F,0.3818802641248556,0.47519819700106125,0.14292153887408318
37,2028,F,0.35758619511110346,0.48855066912820283,0.15386313576069371
42,2028,F,0.3223821721831111,0.5108968601315539,0.1667209676853349
47,2028,F,0.29204847154336316,0.5227262084521568,0.18522532000448008
52,2028,F,0.2667106313909092,0.5185549364008428,0.21473443220824798
57,2028,F,0.24570866130753025,0.49990908096488823,0.2543822577275815
62,2028,F,0.2244684488130771,0.4699791876924353,0.30555236349448756
67,2028,F,0.2034246205927192,0.4281500295092057,0.368425349898075
72,2028,F,0.2034246205927192,0.4281500295092057,0.368425349898075
77,2028,F,0.2034246205927192,0.4281500295092057,0.368425349898075
82,2028,F,0.2034246205927192,0.4281500295092057,0.368425349898075
87,2028,F,0.2034246205927192,0.4281500295092057,0.368425349898075
17,2028,M,0.011929466480955084,0.20577927708515373,0.7822912564338912
22,2028,M,0.11188660807650046,0.7534497076687579,0.13466368425474162
27,2028,M,0.31132095192886505,0.5605239894382102,0.12815505863292478
32,2028,M,0.3209655408873541,0.5398011871047145,0.13923327200793134
37,2028,M,0.29273893000795387,0.5566902747657143,0.1505707952263318
42,2028,M,0.2540037252371481,0.582453076136162,0.16354319862668973
47,2028,M,0.22164303415443065,0.5962380497230787,0.18211891612249054
52,2028,M,0.19544331222184486,0.5926341126702873,0.21192257510786777
57,2028,M,0.17450082068428271,0.5732023393271882,0.25229683998852914
62,2028,M,0.15750688858484382,0.5391266670127265,0.30336644440242977
67,2028,M,0.1451129032504313,0.49015713237128783,0.36472996437828087
72,2028,M,0.1451129032504313,0.49015713237128783,0.36472996437828087
77,2028,M,0.1451129032504313,0.49015713237128783,0.36472996437828087
82,2028,M,0.1451129032504313,0.49015713237128783,0.36472996437828087
87,2028,M,0.1451129032504313,0.49015713237128783,0.36472996437828087
17,2029,F,0.01330829479075506,0.18115696845965581,0.8055347367495891
22,2029,F,0.1372404204657734,0.7137108168521773,0.14904876268204928
27,2029,F,0.36743391514637974,0.49932088528825364,0.13324519956536668
32,2029,F,0.3837334290942008,0.4738144765376487,0.14245209436815048
37,2029,F,0.36009185740562416,0.4867056124403105,0.15320253015406532
42,2029,F,0.32505617465989967,0.5089536088758255,0.1659902164642748
47,2029,F,0.29463959691037606,0.5208940809188518,0.1844663221707721
52,2029,F,0.26985706796528713,0.5164450662774875,0.21369786575722527
57,2029,F,0.24850796184771926,0.4981736940418491,0.2533183441104317
62,2029,F,0.2272355614208159,0.4684404123958806,0.3043240261833034
67,2029,F,0.2070767264106833,0.4263951471579556,0.366528126431361
72,2029,F,0.2070767264106833,0.4263951471579556,0.366528126431361
77,2029,F,0.2070767264106833,0.4263951471579556,0.366528126431361
82,2029,F,0.2070767264106833,0.4263951471579556,0.366528126431361
87,2029,F,0.2070767264106833,0.4263951471579556,0.366528126431361
17,2029,M,0.012052542127511818,0.20583223144256615,0.782115226429922
22,2029,M,0.11298611092602931,0.7525770683030484,0.13443682077092226
27,2029,M,0.31393353590060685,0.5584579190899864,0.1276085450094067
32,2029,M,0.324169897419902,0.5373309598844169,0.138499142695681
37,2029,M,0.29563875322843075,0.5544864348819827,0.14987481188958668
42,2029,M,0.25703196398745015,0.5801852539236371,0.16278278208891275
47,2029,M,0.22483091191860388,0.5939177869342585,0.18125130114713778
52,2029,M,0.19854356347499078,0.5904955056687683,0.21096093085624096
57,2029,M,0.17822365232976553,0.5708295891961429,0.25094675847409154
62,2029,M,0.16089929421472643,0.5371879395462855,0.3019127662389881
67,2029,M,0.14771212116628032,0.4888716319765157,0.363416246857204
72,2029,M,0.14771212116628032,0.4888716319765157,0.363416246857204
77,2029,M,0.14771212116628032,0.4888716319765157,0.363416246857204
82,2029,M,0.14771212116628032,0.4888716319765157,0.363416246857204
87,2029,M,0.14771212116628032,0.4888716319765157,0.363416246857204
17,2030,F,0.013410106762049552,0.1811912574516952,0.8053986357862551
22,2030,F,0.13820437326735088,0.7129611795239101,0.14883444720873906
27,2030,F,0.3694986638661749,0.49773544176913664,0.13276589436468839
32,2030,F,0.38604610746000595,0.4720871859777315,0.14186670656226244
37,2030,F,0.3625937765504476,0.48486264092828346,0.15254358252126893
42,2030,F,0.32692668021179805,0.5075937352283906,0.16547958455981138
47,2030,F,0.29723051989658533,0.5190610661487459,0.18370841395466872
52,2030,F,0.2730057113390729,0.5143318469449591,0.21266244171596793
57,2030,F,0.2513109356735369,0.49643420989652076,0.25225485442994233
62,2030,F,0.23040497219838163,0.46667523620947343,0.3029197915921449
67,2030,F,0.20936648653401183,0.42529252762733333,0.36534098583865493
72,2030,F,0.20936648653401183,0.42529252762733333,0.36534098583865493
77,2030,F,0.20936648653401183,0.42529252762733333,0.36534098583865493
82,2030,F,0.20936648653401183,0.42529252762733333,0.36534098583865493
87,2030,F,0.20936648653401183,0.42529252762733333,0.36534098583865493
17,2030,M,0.01218669612756999,0.2058890574034575,0.7819242464689724
22,2030,M,0.114182089195705,0.7516270893549722,0.1341908214493227
27,2030,M,0.31654465453904995,0.5563922563335743,0.1270630891273758
32,2030,M,0.3266326865390295,0.535431618017198,0.13793569544377254
37,2030,M,0.2988017662586195,0.5520812952258077,0.14911693851557287
42,2030,M,0.26089078420440937,0.5772931526498217,0.16181606314576885
47,2030,M,0.22831743819187297,0.591377558879692,0.18030500292843513
52,2030,M,0.20196684453163155,0.5881307353245182,0.2099024201438503
57,2030,M,0.18162684872041246,0.5686557877903525,0.249717363489235
62,2030,M,0.16469508169955424,0.535011750671832,0.3002931676286138
67,2030,M,0.15076435761775023,0.48735669839478296,0.3618789439874668
72,2030,M,0.15076435761775023,0.48735669839478296,0.3618789439874668
77,2030,M,0.15076435761775023,0.48735669839478296,0.3618789439874668
82,2030,M,0.15076435761775023,0.48735669839478296,0.3618789439874668
87,2030,M,0.15076435761775023,0.48735669839478296,0.3618789439874668
17,2031,F,0.013512364933675313,0.18122529993952563,0.805262335126799
22,2031,F,0.139073970420232,0.7122845785779386,0.14864145100182954
27,2031,F,0.37135448739412036,0.496310079655694,0.1323354329501856
32,2031,F,0.3881238678710426,0.4705349176598009,0.1413412144691566
37,2031,F,0.36459254093092996,0.4833898275439664,0.1520176315251036
42,2031,F,0.32959685658874704,0.5056517329342184,0.16475141047703457
47,2031,F,0.30010888461372665,0.517023502804086,0.18286761258218737
52,2031,F,0.27584110597794775,0.5124272943691616,0.21173159965289068
57,2031,F,0.2544683574714384,0.49447262186010593,0.25105902066845553
62,2031,F,0.23358146392286067,0.46490330424427834,0.30151523183286094
67,2031,F,0.21396185409920437,0.42307432473295553,0.36296382116784015
72,2031,F,0.21396185409920437,0.42307432473295553,0.36296382116784015
77,2031,F,0.21396185409920437,0.42307432473295553,0.36296382116784015
82,2031,F,0.21396185409920437,0.42307432473295553,0.36296382116784015
87,2031,F,0.21396185409920437,0.42307432473295553,0.36296382116784015
17,2031,M,0.012311290373630147,0.2059410149121707,0.7817476947141991
22,2031,M,0.11529051431789475,0.7507459517911464,0.13396353389095872
27,2031,M,0.31915415157743193,0.5543271358913475,0.1265187125312205
32,2031,M,0.3295854287339882,0.5331535279632439,0.1372610433027679
37,2031,M,0.301964039233067,0.5496754075152338,0.14836055325169903
42,2031,M,0.26364998214737395,0.5752236710423131,0.161126346810313
47,2031,M,0.2312295493489657,0.5892538113926086,0.1795166392584258
52,2031,M,0.20540319863309286,0.5857535194055389,0.2088432819613682
57,2031,M,0.18504732074332775,0.5664665186378668,0.24848616061880546
62,2031,M,0.1673682222584575,0.5334749593783944,0.29915681836314806
67,2031,M,0.15427813068205118,0.4856057523088189,0.36011611700912993
72,2031,M,0.15427813068205118,0.4856057523088189,0.36011611700912993
77,2031,M,0.15427813068205118,0.4856057523088189,0.36011611700912993
82,2031,M,0.15427813068205118,0.4856057523088189,0.36011611700912993
87,2031,M,0.15427813068205118,0.4856057523088189,0.36011611700912993
17,2032,F,0.013615069696338172,0.18125909674784382,0.805125833555818
22,2032,F,0.14004243983164766,0.711530672694644,0.14842688747370836
27,2032,F,0.3734137354448394,0.4947280989801688,0.13185816557499186
32,2032,F,0.3904283630279978,0.4688127832128959,0.14075885375910632
37,2032,F,0.3670874393467706,0.48155084258310116,0.15136171807012816
42,2032,F,0.3322645675845149,0.5037106398758997,0.16402479253958543
47,2032,F,0.3026988390245336,0.5151890462718393,0.18211211470362712
52,2032,F,0.2777320974975706,0.5111562888622211,0.2111116136402083
57,2032,F,0.25727830064684903,0.4927250403772303,0.24999665897592072
62,2032,F,0.23636639144931673,0.4633475325623714,0.30028607598831186
67,2032,F,0.216267134990329,0.42195894141187534,0.36177392359779553
72,2032,F,0.216267134990329,0.42195894141187534,0.36177392359779553
77,2032,F,0.216267134990329,0.42195894141187534,0.36177392359779553
82,2032,F,0.216267134990329,0.42195894141187534,0.36177392359779553
87,2032,F,0.216267134990329,0.42195894141187534,0.36177392359779553
17,2032,M,0.012436614935134175,0.20599249735902397,0.7815708877058418
22,2032,M,0.11631029313217948,0.7499346967435278,0.13375501012429292
27,2032,M,0.3215446341840878,0.5524346989028545,0.1260206669130577
32,2032,M,0.33278079132863553,0.5306871751753391,0.13653203349602527
37,2032,M,0.30486188713257045,0.5474695649154816,0.14766854795194806
42,2032,M,0.2666875803990942,0.5729439420545411,0.16036847754636466
47,2032,M,0.23443948678056603,0.5869107758875639,0.17864973733187003
52,2032,M,0.20885205979132138,0.5833643125172376,0.20778362769144107
57,2032,M,0.18814001037533357,0.5644833425614283,0.24737664706323817
62,2032,M,0.17043900254385486,0.5317053929471891,0.29785560450895604
67,2032,M,0.15693087112097395,0.48427912736728185,0.3587900015117442
72,2032,M,0.15693087112097395,0.48427912736728185,0.3587900015117442
77,2032,M,0.15693087112097395,0.48427912736728185,0.3587900015117442
82,2032,M,0.15693087112097395,0.48427912736728185,0.3587900015117442
87,2032,M,0.15693087112097395,0.48427912736728185,0.3587900015117442
17,2033,F,0.01371822143788921,0.18129264869346906,0.8049891298686417
22,2033,F,0.14091607377131504,0.710850255618114,0.14823367061057083
27,2033,F,0.3752645108110847,0.49330593634307596,0.13142955284583926
32,2033,F,0.3924986325079298,0.46726526097180326,0.14023610652026686
37,2033,F,0.3690804440698121,0.4800813364237179,0.15083821950646994
42,2033,F,0.3343968561731852,0.5021585055913043,0.16344463823551045
47,2033,F,0.30528808206591634,0.5133541081123407,0.18135780982174285
52,2033,F,0.2808848304194661,0.5090357934397948,0.21007937614073915
57,2033,F,0.2597393803619274,0.49119300725227716,0.24906761238579536
62,2033,F,0.23995410919687934,0.4613402425665015,0.29870564823661916
67,2033,F,0.21950263644965964,0.4203906142291503,0.3601067493211901
72,2033,F,0.21950263644965964,0.4203906142291503,0.3601067493211901
77,2033,F,0.21950263644965964,0.4203906142291503,0.3601067493211901
82,2033,F,0.21950263644965964,0.4203906142291503,0.3601067493211901
87,2033,F,0.21950263644965964,0.4203906142291503,0.3601067493211901
17,2033,M,0.012562670701443159,0.20604350692719484,0.7813938223713619
22,2033,M,0.1174268119184725,0.7490458498836731,0.13352733819785437
27,2033,M,0.3241505935672473,0.5503709884075687,0.12547841802518403
32,2033,M,0.3354815708545507,0.5286017071303979,0.13591672201505128
37,2033,M,0.30802191996599915,0.5450629329440765,0.1469151470899243
42,2033,M,0.27000394362962044,0.5704533097967364,0.15954274657364323
47,2033,M,0.23794867662091254,0.584346859043916,0.1777044643351715
52,2033,M,0.21262805588995776,0.5807447607041353,0.20662718340590686
57,2033,M,0.19159162062924154,0.5622659870653374,0.24614239230542104
62,2033,M,0.17391316108378505,0.5296981721085591,0.2963886668076558
67,2033,M,0.16049045337027584,0.48249282621052647,0.3570167204191977
72,2033,M,0.16049045337027584,0.48249282621052647,0.3570167204191977
77,2033,M,0.16049045337027584,0.48249282621052647,0.3570167204191977
82,2033,M,0.16049045337027584,0.48249282621052647,0.3570167204191977
87,2033,M,0.16049045337027584,0.48249282621052647,0.3570167204191977
17,2034,F,0.0138218205433278,0.18132595658544465,0.8048522228712276
22,2034,F,0.14179160016973946,0.7101680487724151,0.14804035105784547
27,2034,F,0.377112827895948,0.4918853462702342,0.13100182583381767
32,2034,F,0.3945652673579672,0.46572005922794746,0.1397146734140853
37,2034,F,0.3715679667978048,0.47824663082997687,0.15018540237221828
42,2034,F,0.33705973699888003,0.5002193684448472,0.1627208945562728
47,2034,F,0.3075889049545008,0.5117227507309927,0.18068834431450648
52,2034,F,0.2840386376291011,0.5069128192053762,0.20904854316552277
57,2034,F,0.2629066116982148,0.48921947608966193,0.24787391221212338
62,2034,F,0.24274974843848224,0.4597737845806932,0.2974764669808247
67,2034,F,0.2232114181160887,0.4185888559902405,0.3581997258936708
72,2034,F,0.2232114181160887,0.4185888559902405,0.3581997258936708
77,2034,F,0.2232114181160887,0.4185888559902405,0.3581997258936708
82,2034,F,0.2232114181160887,0.4185888559902405,0.3581997258936708
87,2034,F,0.2232114181160887,0.4185888559902405,0.3581997258936708
17,2034,M,0.0126894585540289,0.20609404577199464,0.7812164956739764
22,2034,M,0.1185475094438032,0.7481530224838164,0.13329946807238047
27,2034,M,0.326754486856812,0.5483082036748594,0.12493730946832855
32,2034,M,0.33817944100577957,0.5265177083775665,0.1353028506166539
37,2034,M,0.3109172271522671,0.542856817117972,0.1462259557297609
42,2034,M,0.27332266357889257,0.5679591775449521,0.1587181588761553
47,2034,M,0.24117181897577575,0.5819897382631125,0.17683844276111166
52,2034,M,0.21578505173969734,0.5785517323136026,0.20566321594669998
57,2034,M,0.19505873412900757,0.5600345319630999,0.24490673390789242
62,2034,M,0.1777967987879184,0.5274480657706009,0.2947551354414807
67,2034,M,0.16362571445047255,0.4809138117825872,0.3554604737669403
72,2034,M,0.16362571445047255,0.4809138117825872,0.3554604737669403
77,2034,M,0.16362571445047255,0.4809138117825872,0.3554604737669403
82,2034,M,0.16362571445047255,0.4809138117825872,0.3554604737669403
87,2034,M,0.16362571445047255,0.4809138117825872,0.3554604737669403
17,2035,F,0.013915442550252052,0.18135572568484012,0.8047288317649078
22,2035,F,0.14266900632940505,0.7094840636622544,0.14784693000834062
27,2035,F,0.37895864435628906,0.4904663648024474,0.1305749908412635
32,2035,F,0.39685719949705145,0.4640059453524116,0.13913685515053698
37,2035,F,0.37380310896032076,0.4765975316026422,0.1495993594370371
42,2035,F,0.33918796266484214,0.4986689606966901,0.16214307663846778
47,2035,F,0.3101763695936118,0.509887249501285,0.17993638090510333
52,2035,F,0.28624677285298833,0.5054253923092656,0.2083278348377461
57,2035,F,0.2657244889335182,0.48746185065794706,0.2468136604085347
62,2035,F,0.24594996419629198,0.4579781864070718,0.2960718493966362
67,2035,F,0.22600037192408087,0.41723119957489596,0.35676842850102325
72,2035,F,0.22600037192408087,0.41723119957489596,0.35676842850102325
77,2035,F,0.22600037192408087,0.41723119957489596,0.35676842850102325
82,2035,F,0.22600037192408087,0.41723119957489596,0.35676842850102325
87,2035,F,0.22600037192408087,0.41723119957489596,0.35676842850102325
17,2035,M,0.012816979366484198,0.20614411602134566,0.7810389046121702
22,2035,M,0.11957846046512773,0.7473311250903405,0.13309041444453165
27,2035,M,0.3293561655453555,0.5462464729026197,0.12439736155202469
32,2035,M,0.34136386689239956,0.5240568777366699,0.13457925537093066
37,2035,M,0.31407396409394617,0.5404503272629582,0.14547570864309572
42,2035,M,0.2760897870987552,0.565878291041397,0.15803192185984777
47,2035,M,0.2444006559847628,0.57962639181138,0.17597295220385717
52,2035,M,0.21895099356961595,0.576349908972042,0.204699097458342
57,2035,M,0.19854074206778566,0.5577894458561328,0.2436698120760816
62,2035,M,0.18052956139228227,0.5258609000203013,0.2936095385874163
67,2035,M,0.16677968153175066,0.4793202299870332,0.35390008848121607
72,2035,M,0.16677968153175066,0.4793202299870332,0.35390008848121607
77,2035,M,0.16677968153175066,0.4793202299870332,0.35390008848121607
82,2035,M,0.16677968153175066,0.4793202299870332,0.35390008848121607
87,2035,M,0.16677968153175066,0.4793202299870332,0.35390008848121607
17,2036,F,0.014009427508118842,0.18138529832893363,0.8046052741629476
22,2036,F,0.14354827953096377,0.7087983118033319,0.1476534086657044
27,2036,F,0.3810065678915367,0.48889164863777007,0.13010178347069318
32,2036,F,0.39891598411600715,0.4624657911769652,0.1386182247070276
37,2036,F,0.37628247274509324,0.4747676516736424,0.14894987558126435
42,2036,F,0.34157990405134964,0.4969257946777166,0.16149430127093384
47,2036,F,0.3127626660372008,0.5080516310384381,0.179185702924361
52,2036,F,0.2887706739132148,0.5037242397356609,0.20750508635112433
57,2036,F,0.2685445237556732,0.48570123205016963,0.2457542441941571
62,2036,F,0.24875441319987007,0.45640254312577566,0.2948430436743542
67,2036,F,0.23019498129794705,0.41518493365091597,0.35462008505113707
72,2036,F,0.23019498129794705,0.41518493365091597,0.35462008505113707
77,2036,F,0.23019498129794705,0.41518493365091597,0.35462008505113707
82,2036,F,0.23019498129794705,0.41518493365091597,0.35462008505113707
87,2036,F,0.23019498129794705,0.41518493365091597,0.35462008505113707
17,2036,M,0.01294523400453366,0.20619371977625234,0.780861046219214
22,2036,M,0.1208013190269247,0.7463555409785272,0.13284313999454814
27,2036,M,0.3317389670440073,0.5443575869912046,0.12390344596478817
32,2036,M,0.3438103497906303,0.5221655910828938,0.13402405912647591
37,2036,M,0.3169657761054721,0.5382447398234015,0.14478948407112652
42,2036,M,0.27913494376778786,0.563586983308798,0.1572780729234142
47,2036,M,0.2473405696158727,0.5774727676502738,0.1751866627338535
52,2036,M,0.22244336464666553,0.5739181435237765,0.20363849182955804
57,2036,M,0.20168678216012942,0.5557575996018633,0.24255561823800725
62,2036,M,0.18366659069854194,0.5240351400496717,0.2922982692517863
67,2036,M,0.16995183255458368,0.4777124307682524,0.3523357366771639
72,2036,M,0.16995183255458368,0.4777124307682524,0.3523357366771639
77,2036,M,0.16995183255458368,0.4777124307682524,0.3523357366771639
82,2036,M,0.16995183255458368,0.4777124307682524,0.3523357366771639
87,2036,M,0.16995183255458368,0.4777124307682524,0.3523357366771639
17,2037,F,0.0141037756916775,0.18141467509176065,0.8044815492165619
22,2037,F,0.14452742399867222,0.7080343072001597,0.147438268801168
27,2037,F,0.38305129612332467,0.4873190105118621,0.12962969336481317
32,2037,F,0.4009709681745367,0.46092809692651177,0.13810093489895162
37,2037,F,0.3782627688377742,0.4733056617059751,0.14843156945625072
42,2037,F,0.3442346181441022,0.4949903417795625,0.16077504007633528
