projection,year,age,age_group,sex,pop
LMIGR,2048,68,67,M,39706.0
LMIGR,2049,68,67,M,37791.0
LMIGR,2050,68,67,M,37570.0
LMIGR,2051,68,67,M,37266.0
LMIGR,2052,68,67,M,37255.0
LMIGR,2053,68,67,M,37756.0
LMIGR,2054,68,67,M,37197.0
LMIGR,2055,68,67,M,38001.0
LMIGR,2056,68,67,M,37296.0
LMIGR,2057,68,67,M,38487.0
LMIGR,2058,68,67,M,37457.0
LMIGR,2059,68,67,M,36012.0
LMIGR,2060,68,67,M,33466.0
LMIGR,2061,68,67,M,31192.0
LMIGR,2062,68,67,M,29693.0
LMIGR,2063,68,67,M,27714.0
LMIGR,2064,68,67,M,25253.0
LMIGR,2065,68,67,M,25315.0
LMIGR,2066,68,67,M,23011.0
LMIGR,2067,68,67,M,23646.0
LMIGR,2068,68,67,M,26348.0
LMIGR,2069,68,67,M,26283.0
LMIGR,2070,68,67,M,25081.0
LMIGR,2071,68,67,M,25280.0
LMIGR,2072,68,67,M,25499.0
LMIGR,2073,68,67,M,26309.0
LMIGR,2074,68,67,M,27351.0
LMIGR,2075,68,67,M,27906.0
LMIGR,2076,68,67,M,28437.0
LMIGR,2077,68,67,M,29529.0
LMIGR,2078,68,67,M,30775.0
LMIGR,2079,68,67,M,29773.0
LMIGR,2080,68,67,M,29798.0
LMIGR,2081,68,67,M,29452.0
LMIGR,2082,68,67,M,28497.0
LMIGR,2083,68,67,M,29895.0
LMIGR,2084,68,67,M,29484.0
LMIGR,2085,68,67,M,29290.0
LMIGR,2086,68,67,M,28909.0
LMIGR,2087,68,67,M,28530.0
LMIGR,2088,68,67,M,28017.0
LMIGR,2089,68,67,M,27317.0
LMIGR,2090,68,67,M,27078.0
LMIGR,2091,68,67,M,26858.0
LMIGR,2092,68,67,M,25944.0
LMIGR,2093,68,67,M,25906.0
LMIGR,2094,68,67,M,25566.0
LMIGR,2095,68,67,M,25282.0
LMIGR,2096,68,67,M,25066.0
LMIGR,2097,68,67,M,24881.0
LMIGR,2098,68,67,M,24771.0
LMIGR,2099,68,67,M,24725.0
LMIGR,2100,68,67,M,24737.0
LMIGR,2022,69,67,M,34218.0
LMIGR,2023,69,67,M,35085.0
LMIGR,2024,69,67,M,34204.0
LMIGR,2025,69,67,M,34780.0
LMIGR,2026,69,67,M,34988.0
LMIGR,2027,69,67,M,33740.0
LMIGR,2028,69,67,M,33636.0
LMIGR,2029,69,67,M,33203.0
LMIGR,2030,69,67,M,34110.0
LMIGR,2031,69,67,M,34216.0
LMIGR,2032,69,67,M,33133.0
LMIGR,2033,69,67,M,33141.0
LMIGR,2034,69,67,M,32893.0
LMIGR,2035,69,67,M,31926.0
LMIGR,2036,69,67,M,31679.0
LMIGR,2037,69,67,M,32198.0
LMIGR,2038,69,67,M,36600.0
LMIGR,2039,69,67,M,37855.0
LMIGR,2040,69,67,M,37462.0
LMIGR,2041,69,67,M,36526.0
LMIGR,2042,69,67,M,36000.0
LMIGR,2043,69,67,M,38076.0
LMIGR,2044,69,67,M,40955.0
LMIGR,2045,69,67,M,40038.0
LMIGR,2046,69,67,M,40291.0
LMIGR,2047,69,67,M,39564.0
LMIGR,2048,69,67,M,38443.0
LMIGR,2049,69,67,M,38930.0
LMIGR,2050,69,67,M,37074.0
LMIGR,2051,69,67,M,36874.0
LMIGR,2052,69,67,M,36595.0
LMIGR,2053,69,67,M,36600.0
LMIGR,2054,69,67,M,37109.0
LMIGR,2055,69,67,M,36575.0
LMIGR,2056,69,67,M,37381.0
LMIGR,2057,69,67,M,36702.0
LMIGR,2058,69,67,M,37886.0
LMIGR,2059,69,67,M,36887.0
LMIGR,2060,69,67,M,35478.0
LMIGR,2061,69,67,M,32985.0
LMIGR,2062,69,67,M,30758.0
LMIGR,2063,69,67,M,29292.0
LMIGR,2064,69,67,M,27352.0
LMIGR,2065,69,67,M,24938.0
LMIGR,2066,69,67,M,25008.0
LMIGR,2067,69,67,M,22743.0
LMIGR,2068,69,67,M,23377.0
LMIGR,2069,69,67,M,26051.0
LMIGR,2070,69,67,M,25997.0
LMIGR,2071,69,67,M,24818.0
LMIGR,2072,69,67,M,25022.0
LMIGR,2073,69,67,M,25245.0
LMIGR,2074,69,67,M,26053.0
LMIGR,2075,69,67,M,27092.0
LMIGR,2076,69,67,M,27648.0
LMIGR,2077,69,67,M,28180.0
LMIGR,2078,69,67,M,29268.0
LMIGR,2079,69,67,M,30507.0
LMIGR,2080,69,67,M,29523.0
LMIGR,2081,69,67,M,29555.0
LMIGR,2082,69,67,M,29219.0
LMIGR,2083,69,67,M,28280.0
LMIGR,2084,69,67,M,29670.0
LMIGR,2085,69,67,M,29269.0
LMIGR,2086,69,67,M,29082.0
LMIGR,2087,69,67,M,28711.0
LMIGR,2088,69,67,M,28340.0
LMIGR,2089,69,67,M,27836.0
LMIGR,2090,69,67,M,27146.0
LMIGR,2091,69,67,M,26913.0
LMIGR,2092,69,67,M,26700.0
LMIGR,2093,69,67,M,25798.0
LMIGR,2094,69,67,M,25763.0
LMIGR,2095,69,67,M,25431.0
LMIGR,2096,69,67,M,25152.0
LMIGR,2097,69,67,M,24940.0
LMIGR,2098,69,67,M,24760.0
LMIGR,2099,69,67,M,24655.0
LMIGR,2100,69,67,M,24612.0
LMIGR,2022,7,7,M,32588.0
LMIGR,2023,7,7,M,33665.0
LMIGR,2024,7,7,M,33408.0
LMIGR,2025,7,7,M,32596.0
LMIGR,2026,7,7,M,31747.0
LMIGR,2027,7,7,M,30840.0
LMIGR,2028,7,7,M,29729.0
LMIGR,2029,7,7,M,29184.0
LMIGR,2030,7,7,M,28690.0
LMIGR,2031,7,7,M,27455.0
LMIGR,2032,7,7,M,27154.0
LMIGR,2033,7,7,M,26609.0
LMIGR,2034,7,7,M,26137.0
LMIGR,2035,7,7,M,25763.0
LMIGR,2036,7,7,M,25428.0
LMIGR,2037,7,7,M,25177.0
LMIGR,2038,7,7,M,24997.0
LMIGR,2039,7,7,M,24886.0
LMIGR,2040,7,7,M,24838.0
LMIGR,2041,7,7,M,24834.0
LMIGR,2042,7,7,M,24882.0
LMIGR,2043,7,7,M,24940.0
LMIGR,2044,7,7,M,25000.0
LMIGR,2045,7,7,M,25052.0
LMIGR,2046,7,7,M,25086.0
LMIGR,2047,7,7,M,25096.0
LMIGR,2048,7,7,M,25078.0
LMIGR,2049,7,7,M,25026.0
LMIGR,2050,7,7,M,24939.0
LMIGR,2051,7,7,M,24816.0
LMIGR,2052,7,7,M,24658.0
LMIGR,2053,7,7,M,24468.0
LMIGR,2054,7,7,M,24255.0
LMIGR,2055,7,7,M,24018.0
LMIGR,2056,7,7,M,23763.0
LMIGR,2057,7,7,M,23496.0
LMIGR,2058,7,7,M,23223.0
LMIGR,2059,7,7,M,22949.0
LMIGR,2060,7,7,M,22680.0
LMIGR,2061,7,7,M,22420.0
LMIGR,2062,7,7,M,22175.0
LMIGR,2063,7,7,M,21946.0
LMIGR,2064,7,7,M,21736.0
LMIGR,2065,7,7,M,21549.0
LMIGR,2066,7,7,M,21385.0
LMIGR,2067,7,7,M,21242.0
LMIGR,2068,7,7,M,21122.0
LMIGR,2069,7,7,M,21023.0
LMIGR,2070,7,7,M,20944.0
LMIGR,2071,7,7,M,20884.0
LMIGR,2072,7,7,M,20839.0
LMIGR,2073,7,7,M,20806.0
LMIGR,2074,7,7,M,20781.0
LMIGR,2075,7,7,M,20761.0
LMIGR,2076,7,7,M,20741.0
LMIGR,2077,7,7,M,20720.0
LMIGR,2078,7,7,M,20696.0
LMIGR,2079,7,7,M,20664.0
LMIGR,2080,7,7,M,20627.0
LMIGR,2081,7,7,M,20580.0
LMIGR,2082,7,7,M,20525.0
LMIGR,2083,7,7,M,20461.0
LMIGR,2084,7,7,M,20386.0
LMIGR,2085,7,7,M,20303.0
LMIGR,2086,7,7,M,20214.0
LMIGR,2087,7,7,M,20119.0
LMIGR,2088,7,7,M,20021.0
LMIGR,2089,7,7,M,19921.0
LMIGR,2090,7,7,M,19820.0
LMIGR,2091,7,7,M,19721.0
LMIGR,2092,7,7,M,19625.0
LMIGR,2093,7,7,M,19534.0
LMIGR,2094,7,7,M,19450.0
LMIGR,2095,7,7,M,19373.0
LMIGR,2096,7,7,M,19303.0
LMIGR,2097,7,7,M,19242.0
LMIGR,2098,7,7,M,19190.0
LMIGR,2099,7,7,M,19147.0
LMIGR,2100,7,7,M,19113.0
LMIGR,2022,70,72,M,32123.0
LMIGR,2023,70,72,M,32995.0
LMIGR,2024,70,72,M,33684.0
LMIGR,2025,70,72,M,32898.0
LMIGR,2026,70,72,M,33479.0
LMIGR,2027,70,72,M,33707.0
LMIGR,2028,70,72,M,32528.0
LMIGR,2029,70,72,M,32460.0
LMIGR,2030,70,72,M,32068.0
LMIGR,2031,70,72,M,32971.0
LMIGR,2032,70,72,M,33100.0
LMIGR,2033,70,72,M,32081.0
LMIGR,2034,70,72,M,32120.0
LMIGR,2035,70,72,M,31920.0
LMIGR,2036,70,72,M,31007.0
LMIGR,2037,70,72,M,30788.0
LMIGR,2038,70,72,M,31314.0
LMIGR,2039,70,72,M,35615.0
LMIGR,2040,70,72,M,36861.0
LMIGR,2041,70,72,M,36503.0
LMIGR,2042,70,72,M,35616.0
LMIGR,2043,70,72,M,35125.0
LMIGR,2044,70,72,M,37170.0
LMIGR,2045,70,72,M,39999.0
LMIGR,2046,70,72,M,39127.0
LMIGR,2047,70,72,M,39396.0
LMIGR,2048,70,72,M,38708.0
LMIGR,2049,70,72,M,37633.0
LMIGR,2050,70,72,M,38129.0
LMIGR,2051,70,72,M,36333.0
LMIGR,2052,70,72,M,36156.0
LMIGR,2053,70,72,M,35899.0
LMIGR,2054,70,72,M,35923.0
LMIGR,2055,70,72,M,36438.0
LMIGR,2056,70,72,M,35931.0
LMIGR,2057,70,72,M,36735.0
LMIGR,2058,70,72,M,36083.0
LMIGR,2059,70,72,M,37261.0
LMIGR,2060,70,72,M,36294.0
LMIGR,2061,70,72,M,34923.0
LMIGR,2062,70,72,M,32485.0
LMIGR,2063,70,72,M,30305.0
LMIGR,2064,70,72,M,28875.0
LMIGR,2065,70,72,M,26977.0
LMIGR,2066,70,72,M,24611.0
LMIGR,2067,70,72,M,24687.0
LMIGR,2068,70,72,M,22463.0
LMIGR,2069,70,72,M,23096.0
LMIGR,2070,70,72,M,25742.0
LMIGR,2071,70,72,M,25697.0
LMIGR,2072,70,72,M,24543.0
LMIGR,2073,70,72,M,24753.0
LMIGR,2074,70,72,M,24980.0
LMIGR,2075,70,72,M,25786.0
LMIGR,2076,70,72,M,26819.0
LMIGR,2077,70,72,M,27377.0
LMIGR,2078,70,72,M,27910.0
LMIGR,2079,70,72,M,28992.0
LMIGR,2080,70,72,M,30227.0
LMIGR,2081,70,72,M,29260.0
LMIGR,2082,70,72,M,29299.0
LMIGR,2083,70,72,M,28973.0
LMIGR,2084,70,72,M,28049.0
LMIGR,2085,70,72,M,29432.0
LMIGR,2086,70,72,M,29040.0
LMIGR,2087,70,72,M,28862.0
LMIGR,2088,70,72,M,28500.0
LMIGR,2089,70,72,M,28137.0
LMIGR,2090,70,72,M,27642.0
LMIGR,2091,70,72,M,26964.0
LMIGR,2092,70,72,M,26739.0
LMIGR,2093,70,72,M,26531.0
LMIGR,2094,70,72,M,25641.0
LMIGR,2095,70,72,M,25612.0
LMIGR,2096,70,72,M,25285.0
LMIGR,2097,70,72,M,25013.0
LMIGR,2098,70,72,M,24807.0
LMIGR,2099,70,72,M,24632.0
LMIGR,2100,70,72,M,24532.0
LMIGR,2022,71,72,M,35077.0
LMIGR,2023,71,72,M,30862.0
LMIGR,2024,71,72,M,31564.0
LMIGR,2025,71,72,M,32290.0
LMIGR,2026,71,72,M,31567.0
LMIGR,2027,71,72,M,32152.0
LMIGR,2028,71,72,M,32398.0
LMIGR,2029,71,72,M,31296.0
LMIGR,2030,71,72,M,31260.0
LMIGR,2031,71,72,M,30907.0
LMIGR,2032,71,72,M,31807.0
LMIGR,2033,71,72,M,31961.0
LMIGR,2034,71,72,M,31009.0
LMIGR,2035,71,72,M,31085.0
LMIGR,2036,71,72,M,30916.0
LMIGR,2037,71,72,M,30056.0
LMIGR,2038,71,72,M,29867.0
LMIGR,2039,71,72,M,30400.0
LMIGR,2040,71,72,M,34596.0
LMIGR,2041,71,72,M,35830.0
LMIGR,2042,71,72,M,35506.0
LMIGR,2043,71,72,M,34668.0
LMIGR,2044,71,72,M,34213.0
LMIGR,2045,71,72,M,36225.0
LMIGR,2046,71,72,M,39003.0
LMIGR,2047,71,72,M,38177.0
LMIGR,2048,71,72,M,38462.0
LMIGR,2049,71,72,M,37812.0
LMIGR,2050,71,72,M,36785.0
LMIGR,2051,71,72,M,37290.0
LMIGR,2052,71,72,M,35555.0
LMIGR,2053,71,72,M,35400.0
LMIGR,2054,71,72,M,35168.0
LMIGR,2055,71,72,M,35209.0
LMIGR,2056,71,72,M,35729.0
LMIGR,2057,71,72,M,35248.0
LMIGR,2058,71,72,M,36051.0
LMIGR,2059,71,72,M,35428.0
LMIGR,2060,71,72,M,36600.0
LMIGR,2061,71,72,M,35664.0
LMIGR,2062,71,72,M,34334.0
LMIGR,2063,71,72,M,31952.0
LMIGR,2064,71,72,M,29823.0
LMIGR,2065,71,72,M,28431.0
LMIGR,2066,71,72,M,26576.0
LMIGR,2067,71,72,M,24257.0
LMIGR,2068,71,72,M,24341.0
LMIGR,2069,71,72,M,22160.0
LMIGR,2070,71,72,M,22793.0
LMIGR,2071,71,72,M,25408.0
LMIGR,2072,71,72,M,25373.0
LMIGR,2073,71,72,M,24243.0
LMIGR,2074,71,72,M,24458.0
LMIGR,2075,71,72,M,24691.0
LMIGR,2076,71,72,M,25495.0
LMIGR,2077,71,72,M,26522.0
LMIGR,2078,71,72,M,27079.0
LMIGR,2079,71,72,M,27615.0
LMIGR,2080,71,72,M,28691.0
LMIGR,2081,71,72,M,29919.0
LMIGR,2082,71,72,M,28972.0
LMIGR,2083,71,72,M,29017.0
LMIGR,2084,71,72,M,28701.0
LMIGR,2085,71,72,M,27794.0
LMIGR,2086,71,72,M,29169.0
LMIGR,2087,71,72,M,28789.0
LMIGR,2088,71,72,M,28619.0
LMIGR,2089,71,72,M,28266.0
LMIGR,2090,71,72,M,27913.0
LMIGR,2091,71,72,M,27428.0
LMIGR,2092,71,72,M,26761.0
LMIGR,2093,71,72,M,26543.0
LMIGR,2094,71,72,M,26343.0
LMIGR,2095,71,72,M,25464.0
LMIGR,2096,71,72,M,25440.0
LMIGR,2097,71,72,M,25120.0
LMIGR,2098,71,72,M,24855.0
LMIGR,2099,71,72,M,24654.0
LMIGR,2100,71,72,M,24485.0
LMIGR,2022,72,72,M,32696.0
LMIGR,2023,72,72,M,33504.0
LMIGR,2024,72,72,M,29411.0
LMIGR,2025,72,72,M,30154.0
LMIGR,2026,72,72,M,30878.0
LMIGR,2027,72,72,M,30215.0
LMIGR,2028,72,72,M,30802.0
LMIGR,2029,72,72,M,31071.0
LMIGR,2030,72,72,M,30044.0
LMIGR,2031,72,72,M,30039.0
LMIGR,2032,72,72,M,29727.0
LMIGR,2033,72,72,M,30621.0
LMIGR,2034,72,72,M,30800.0
LMIGR,2035,72,72,M,29922.0
LMIGR,2036,72,72,M,30021.0
LMIGR,2037,72,72,M,29883.0
LMIGR,2038,72,72,M,29076.0
LMIGR,2039,72,72,M,28918.0
LMIGR,2040,72,72,M,29458.0
LMIGR,2041,72,72,M,33544.0
LMIGR,2042,72,72,M,34764.0
LMIGR,2043,72,72,M,34475.0
LMIGR,2044,72,72,M,33686.0
LMIGR,2045,72,72,M,33267.0
LMIGR,2046,72,72,M,35243.0
LMIGR,2047,72,72,M,37968.0
LMIGR,2048,72,72,M,37187.0
LMIGR,2049,72,72,M,37488.0
LMIGR,2050,72,72,M,36879.0
LMIGR,2051,72,72,M,35899.0
LMIGR,2052,72,72,M,36413.0
LMIGR,2053,72,72,M,34740.0
LMIGR,2054,72,72,M,34609.0
LMIGR,2055,72,72,M,34401.0
LMIGR,2056,72,72,M,34458.0
LMIGR,2057,72,72,M,34983.0
LMIGR,2058,72,72,M,34529.0
LMIGR,2059,72,72,M,35333.0
LMIGR,2060,72,72,M,34738.0
LMIGR,2061,72,72,M,35901.0
LMIGR,2062,72,72,M,35001.0
LMIGR,2063,72,72,M,33711.0
LMIGR,2064,72,72,M,31389.0
LMIGR,2065,72,72,M,29314.0
LMIGR,2066,72,72,M,27958.0
LMIGR,2067,72,72,M,26147.0
LMIGR,2068,72,72,M,23878.0
LMIGR,2069,72,72,M,23971.0
LMIGR,2070,72,72,M,21835.0
LMIGR,2071,72,72,M,22467.0
LMIGR,2072,72,72,M,25049.0
LMIGR,2073,72,72,M,25025.0
LMIGR,2074,72,72,M,23919.0
LMIGR,2075,72,72,M,24141.0
LMIGR,2076,72,72,M,24378.0
LMIGR,2077,72,72,M,25178.0
LMIGR,2078,72,72,M,26200.0
LMIGR,2079,72,72,M,26757.0
LMIGR,2080,72,72,M,27294.0
LMIGR,2081,72,72,M,28365.0
LMIGR,2082,72,72,M,29586.0
LMIGR,2083,72,72,M,28659.0
LMIGR,2084,72,72,M,28711.0
LMIGR,2085,72,72,M,28406.0
LMIGR,2086,72,72,M,27516.0
LMIGR,2087,72,72,M,28883.0
LMIGR,2088,72,72,M,28514.0
LMIGR,2089,72,72,M,28352.0
LMIGR,2090,72,72,M,28009.0
LMIGR,2091,72,72,M,27666.0
LMIGR,2092,72,72,M,27193.0
LMIGR,2093,72,72,M,26538.0
LMIGR,2094,72,72,M,26327.0
LMIGR,2095,72,72,M,26134.0
LMIGR,2096,72,72,M,25269.0
LMIGR,2097,72,72,M,25250.0
LMIGR,2098,72,72,M,24937.0
LMIGR,2099,72,72,M,24679.0
LMIGR,2100,72,72,M,24485.0
LMIGR,2022,73,72,M,29972.0
LMIGR,2023,73,72,M,31073.0
LMIGR,2024,73,72,M,31779.0
LMIGR,2025,73,72,M,27985.0
LMIGR,2026,73,72,M,28720.0
LMIGR,2027,73,72,M,29439.0
LMIGR,2028,73,72,M,28836.0
LMIGR,2029,73,72,M,29430.0
LMIGR,2030,73,72,M,29717.0
LMIGR,2031,73,72,M,28764.0
LMIGR,2032,73,72,M,28790.0
LMIGR,2033,73,72,M,28518.0
LMIGR,2034,73,72,M,29407.0
LMIGR,2035,73,72,M,29619.0
LMIGR,2036,73,72,M,28802.0
LMIGR,2037,73,72,M,28922.0
LMIGR,2038,73,72,M,28814.0
LMIGR,2039,73,72,M,28062.0
LMIGR,2040,73,72,M,27934.0
LMIGR,2041,73,72,M,28478.0
LMIGR,2042,73,72,M,32449.0
LMIGR,2043,73,72,M,33655.0
LMIGR,2044,73,72,M,33400.0
LMIGR,2045,73,72,M,32660.0
LMIGR,2046,73,72,M,32277.0
LMIGR,2047,73,72,M,34218.0
LMIGR,2048,73,72,M,36886.0
LMIGR,2049,73,72,M,36153.0
LMIGR,2050,73,72,M,36469.0
LMIGR,2051,73,72,M,35899.0
LMIGR,2052,73,72,M,34968.0
LMIGR,2053,73,72,M,35490.0
LMIGR,2054,73,72,M,33881.0
LMIGR,2055,73,72,M,33773.0
LMIGR,2056,73,72,M,33588.0
LMIGR,2057,73,72,M,33661.0
LMIGR,2058,73,72,M,34193.0
LMIGR,2059,73,72,M,33766.0
LMIGR,2060,73,72,M,34569.0
LMIGR,2061,73,72,M,34004.0
LMIGR,2062,73,72,M,35160.0
LMIGR,2063,73,72,M,34295.0
LMIGR,2064,73,72,M,33047.0
LMIGR,2065,73,72,M,30788.0
LMIGR,2066,73,72,M,28768.0
LMIGR,2067,73,72,M,27451.0
LMIGR,2068,73,72,M,25685.0
LMIGR,2069,73,72,M,23468.0
LMIGR,2070,73,72,M,23569.0
LMIGR,2071,73,72,M,21481.0
LMIGR,2072,73,72,M,22111.0
LMIGR,2073,73,72,M,24660.0
LMIGR,2074,73,72,M,24645.0
LMIGR,2075,73,72,M,23567.0
LMIGR,2076,73,72,M,23793.0
LMIGR,2077,73,72,M,24036.0
LMIGR,2078,73,72,M,24832.0
LMIGR,2079,73,72,M,25846.0
LMIGR,2080,73,72,M,26405.0
LMIGR,2081,73,72,M,26943.0
LMIGR,2082,73,72,M,28008.0
LMIGR,2083,73,72,M,29221.0
LMIGR,2084,73,72,M,28314.0
LMIGR,2085,73,72,M,28373.0
LMIGR,2086,73,72,M,28081.0
LMIGR,2087,73,72,M,27209.0
LMIGR,2088,73,72,M,28568.0
LMIGR,2089,73,72,M,28209.0
LMIGR,2090,73,72,M,28057.0
LMIGR,2091,73,72,M,27724.0
LMIGR,2092,73,72,M,27392.0
LMIGR,2093,73,72,M,26930.0
LMIGR,2094,73,72,M,26288.0
LMIGR,2095,73,72,M,26086.0
LMIGR,2096,73,72,M,25900.0
LMIGR,2097,73,72,M,25049.0
LMIGR,2098,73,72,M,25035.0
LMIGR,2099,73,72,M,24731.0
LMIGR,2100,73,72,M,24480.0
LMIGR,2022,74,72,M,27240.0
LMIGR,2023,74,72,M,28357.0
LMIGR,2024,74,72,M,29346.0
LMIGR,2025,74,72,M,30117.0
LMIGR,2026,74,72,M,26553.0
LMIGR,2027,74,72,M,27277.0
LMIGR,2028,74,72,M,27989.0
LMIGR,2029,74,72,M,27448.0
LMIGR,2030,74,72,M,28046.0
LMIGR,2031,74,72,M,28352.0
LMIGR,2032,74,72,M,27471.0
LMIGR,2033,74,72,M,27526.0
LMIGR,2034,74,72,M,27296.0
LMIGR,2035,74,72,M,28186.0
LMIGR,2036,74,72,M,28416.0
LMIGR,2037,74,72,M,27659.0
LMIGR,2038,74,72,M,27800.0
LMIGR,2039,74,72,M,27722.0
LMIGR,2040,74,72,M,27025.0
LMIGR,2041,74,72,M,26925.0
LMIGR,2042,74,72,M,27472.0
LMIGR,2043,74,72,M,31325.0
LMIGR,2044,74,72,M,32514.0
LMIGR,2045,74,72,M,32293.0
LMIGR,2046,74,72,M,31602.0
LMIGR,2047,74,72,M,31255.0
LMIGR,2048,74,72,M,33157.0
LMIGR,2049,74,72,M,35765.0
LMIGR,2050,74,72,M,35081.0
LMIGR,2051,74,72,M,35411.0
LMIGR,2052,74,72,M,34882.0
LMIGR,2053,74,72,M,34001.0
LMIGR,2054,74,72,M,34530.0
LMIGR,2055,74,72,M,32986.0
LMIGR,2056,74,72,M,32901.0
LMIGR,2057,74,72,M,32739.0
LMIGR,2058,74,72,M,32829.0
LMIGR,2059,74,72,M,33365.0
LMIGR,2060,74,72,M,32968.0
LMIGR,2061,74,72,M,33768.0
LMIGR,2062,74,72,M,33235.0
LMIGR,2063,74,72,M,34380.0
LMIGR,2064,74,72,M,33554.0
LMIGR,2065,74,72,M,32352.0
LMIGR,2066,74,72,M,30156.0
LMIGR,2067,74,72,M,28192.0
LMIGR,2068,74,72,M,26915.0
LMIGR,2069,74,72,M,25197.0
LMIGR,2070,74,72,M,23034.0
LMIGR,2071,74,72,M,23145.0
LMIGR,2072,74,72,M,21105.0
LMIGR,2073,74,72,M,21732.0
LMIGR,2074,74,72,M,24245.0
LMIGR,2075,74,72,M,24241.0
LMIGR,2076,74,72,M,23191.0
LMIGR,2077,74,72,M,23422.0
LMIGR,2078,74,72,M,23669.0
LMIGR,2079,74,72,M,24461.0
LMIGR,2080,74,72,M,25469.0
LMIGR,2081,74,72,M,26028.0
LMIGR,2082,74,72,M,26566.0
LMIGR,2083,74,72,M,27625.0
LMIGR,2084,74,72,M,28829.0
LMIGR,2085,74,72,M,27943.0
LMIGR,2086,74,72,M,28010.0
LMIGR,2087,74,72,M,27730.0
LMIGR,2088,74,72,M,26878.0
LMIGR,2089,74,72,M,28227.0
LMIGR,2090,74,72,M,27881.0
LMIGR,2091,74,72,M,27737.0
LMIGR,2092,74,72,M,27417.0
LMIGR,2093,74,72,M,27095.0
LMIGR,2094,74,72,M,26645.0
LMIGR,2095,74,72,M,26017.0
LMIGR,2096,74,72,M,25823.0
LMIGR,2097,74,72,M,25646.0
LMIGR,2098,74,72,M,24809.0
LMIGR,2099,74,72,M,24802.0
LMIGR,2100,74,72,M,24506.0
LMIGR,2022,75,77,M,27066.0
LMIGR,2023,75,77,M,25610.0
LMIGR,2024,75,77,M,26648.0
LMIGR,2025,75,77,M,27685.0
LMIGR,2026,75,77,M,28446.0
LMIGR,2027,75,77,M,25109.0
LMIGR,2028,75,77,M,25821.0
LMIGR,2029,75,77,M,26529.0
LMIGR,2030,75,77,M,26047.0
LMIGR,2031,75,77,M,26646.0
LMIGR,2032,75,77,M,26968.0
LMIGR,2033,75,77,M,26160.0
LMIGR,2034,75,77,M,26243.0
LMIGR,2035,75,77,M,26061.0
LMIGR,2036,75,77,M,26939.0
LMIGR,2037,75,77,M,27186.0
LMIGR,2038,75,77,M,26488.0
LMIGR,2039,75,77,M,26650.0
LMIGR,2040,75,77,M,26602.0
LMIGR,2041,75,77,M,25957.0
LMIGR,2042,75,77,M,25885.0
LMIGR,2043,75,77,M,26434.0
LMIGR,2044,75,77,M,30163.0
LMIGR,2045,75,77,M,31335.0
LMIGR,2046,75,77,M,31147.0
LMIGR,2047,75,77,M,30505.0
LMIGR,2048,75,77,M,30194.0
LMIGR,2049,75,77,M,32055.0
LMIGR,2050,75,77,M,34602.0
LMIGR,2051,75,77,M,33964.0
LMIGR,2052,75,77,M,34310.0
LMIGR,2053,75,77,M,33820.0
LMIGR,2054,75,77,M,32990.0
LMIGR,2055,75,77,M,33525.0
LMIGR,2056,75,77,M,32048.0
LMIGR,2057,75,77,M,31985.0
LMIGR,2058,75,77,M,31847.0
LMIGR,2059,75,77,M,31955.0
LMIGR,2060,75,77,M,32496.0
LMIGR,2061,75,77,M,32126.0
LMIGR,2062,75,77,M,32926.0
LMIGR,2063,75,77,M,32424.0
LMIGR,2064,75,77,M,33560.0
LMIGR,2065,75,77,M,32772.0
LMIGR,2066,75,77,M,31614.0
LMIGR,2067,75,77,M,29486.0
LMIGR,2068,75,77,M,27581.0
LMIGR,2069,75,77,M,26346.0
LMIGR,2070,75,77,M,24676.0
LMIGR,2071,75,77,M,22572.0
LMIGR,2072,75,77,M,22691.0
LMIGR,2073,75,77,M,20703.0
LMIGR,2074,75,77,M,21327.0
LMIGR,2075,75,77,M,23801.0
LMIGR,2076,75,77,M,23806.0
LMIGR,2077,75,77,M,22785.0
LMIGR,2078,75,77,M,23022.0
LMIGR,2079,75,77,M,23273.0
LMIGR,2080,75,77,M,24061.0
LMIGR,2081,75,77,M,25061.0
LMIGR,2082,75,77,M,25620.0
LMIGR,2083,75,77,M,26159.0
LMIGR,2084,75,77,M,27210.0
LMIGR,2085,75,77,M,28405.0
LMIGR,2086,75,77,M,27542.0
LMIGR,2087,75,77,M,27617.0
LMIGR,2088,75,77,M,27350.0
LMIGR,2089,75,77,M,26518.0
LMIGR,2090,75,77,M,27856.0
LMIGR,2091,75,77,M,27523.0
LMIGR,2092,75,77,M,27390.0
LMIGR,2093,75,77,M,27081.0
LMIGR,2094,75,77,M,26771.0
LMIGR,2095,75,77,M,26334.0
LMIGR,2096,75,77,M,25721.0
LMIGR,2097,75,77,M,25536.0
LMIGR,2098,75,77,M,25368.0
LMIGR,2099,75,77,M,24546.0
LMIGR,2100,75,77,M,24545.0
LMIGR,2022,76,77,M,22600.0
LMIGR,2023,76,77,M,25302.0
LMIGR,2024,76,77,M,23934.0
LMIGR,2025,76,77,M,25011.0
LMIGR,2026,76,77,M,26016.0
LMIGR,2027,76,77,M,26765.0
LMIGR,2028,76,77,M,23653.0
LMIGR,2029,76,77,M,24354.0
LMIGR,2030,76,77,M,25054.0
LMIGR,2031,76,77,M,24630.0
LMIGR,2032,76,77,M,25227.0
LMIGR,2033,76,77,M,25564.0
LMIGR,2034,76,77,M,24829.0
LMIGR,2035,76,77,M,24946.0
