projection,year,age,age_group,sex,pop
BSL,2056,7,7,F,23348.0
BSL,2057,7,7,F,23127.0
BSL,2058,7,7,F,22900.0
BSL,2059,7,7,F,22673.0
BSL,2060,7,7,F,22450.0
BSL,2061,7,7,F,22235.0
BSL,2062,7,7,F,22034.0
BSL,2063,7,7,F,21846.0
BSL,2064,7,7,F,21678.0
BSL,2065,7,7,F,21533.0
BSL,2066,7,7,F,21410.0
BSL,2067,7,7,F,21307.0
BSL,2068,7,7,F,21224.0
BSL,2069,7,7,F,21163.0
BSL,2070,7,7,F,21121.0
BSL,2071,7,7,F,21096.0
BSL,2072,7,7,F,21085.0
BSL,2073,7,7,F,21085.0
BSL,2074,7,7,F,21092.0
BSL,2075,7,7,F,21106.0
BSL,2076,7,7,F,21120.0
BSL,2077,7,7,F,21133.0
BSL,2078,7,7,F,21141.0
BSL,2079,7,7,F,21144.0
BSL,2080,7,7,F,21142.0
BSL,2081,7,7,F,21131.0
BSL,2082,7,7,F,21111.0
BSL,2083,7,7,F,21084.0
BSL,2084,7,7,F,21046.0
BSL,2085,7,7,F,21002.0
BSL,2086,7,7,F,20952.0
BSL,2087,7,7,F,20896.0
BSL,2088,7,7,F,20837.0
BSL,2089,7,7,F,20777.0
BSL,2090,7,7,F,20717.0
BSL,2091,7,7,F,20658.0
BSL,2092,7,7,F,20602.0
BSL,2093,7,7,F,20551.0
BSL,2094,7,7,F,20507.0
BSL,2095,7,7,F,20470.0
BSL,2096,7,7,F,20440.0
BSL,2097,7,7,F,20419.0
BSL,2098,7,7,F,20406.0
BSL,2099,7,7,F,20401.0
BSL,2100,7,7,F,20405.0
BSL,2022,70,72,F,43769.0
BSL,2023,70,72,F,44926.0
BSL,2024,70,72,F,44908.0
BSL,2025,70,72,F,44180.0
BSL,2026,70,72,F,44958.0
BSL,2027,70,72,F,44396.0
BSL,2028,70,72,F,42661.0
BSL,2029,70,72,F,42898.0
BSL,2030,70,72,F,41697.0
BSL,2031,70,72,F,42128.0
BSL,2032,70,72,F,42097.0
BSL,2033,70,72,F,41073.0
BSL,2034,70,72,F,40264.0
BSL,2035,70,72,F,40011.0
BSL,2036,70,72,F,38718.0
BSL,2037,70,72,F,37740.0
BSL,2038,70,72,F,38486.0
BSL,2039,70,72,F,43515.0
BSL,2040,70,72,F,44338.0
BSL,2041,70,72,F,43164.0
BSL,2042,70,72,F,42270.0
BSL,2043,70,72,F,41406.0
BSL,2044,70,72,F,44583.0
BSL,2045,70,72,F,47186.0
BSL,2046,70,72,F,45847.0
BSL,2047,70,72,F,45825.0
BSL,2048,70,72,F,45240.0
BSL,2049,70,72,F,43820.0
BSL,2050,70,72,F,43576.0
BSL,2051,70,72,F,41512.0
BSL,2052,70,72,F,41018.0
BSL,2053,70,72,F,40528.0
BSL,2054,70,72,F,41088.0
BSL,2055,70,72,F,41001.0
BSL,2056,70,72,F,41110.0
BSL,2057,70,72,F,42219.0
BSL,2058,70,72,F,41623.0
BSL,2059,70,72,F,42686.0
BSL,2060,70,72,F,41903.0
BSL,2061,70,72,F,40208.0
BSL,2062,70,72,F,37356.0
BSL,2063,70,72,F,34687.0
BSL,2064,70,72,F,33175.0
BSL,2065,70,72,F,31446.0
BSL,2066,70,72,F,28686.0
BSL,2067,70,72,F,28524.0
BSL,2068,70,72,F,25722.0
BSL,2069,70,72,F,26822.0
BSL,2070,70,72,F,29952.0
BSL,2071,70,72,F,29646.0
BSL,2072,70,72,F,27992.0
BSL,2073,70,72,F,27850.0
BSL,2074,70,72,F,28463.0
BSL,2075,70,72,F,29475.0
BSL,2076,70,72,F,30059.0
BSL,2077,70,72,F,30665.0
BSL,2078,70,72,F,31083.0
BSL,2079,70,72,F,32388.0
BSL,2080,70,72,F,34105.0
BSL,2081,70,72,F,32573.0
BSL,2082,70,72,F,32340.0
BSL,2083,70,72,F,31977.0
BSL,2084,70,72,F,31582.0
BSL,2085,70,72,F,32624.0
BSL,2086,70,72,F,31933.0
BSL,2087,70,72,F,32078.0
BSL,2088,70,72,F,31700.0
BSL,2089,70,72,F,30874.0
BSL,2090,70,72,F,30839.0
BSL,2091,70,72,F,29874.0
BSL,2092,70,72,F,29830.0
BSL,2093,70,72,F,29392.0
BSL,2094,70,72,F,28453.0
BSL,2095,70,72,F,28488.0
BSL,2096,70,72,F,28150.0
BSL,2097,70,72,F,27867.0
BSL,2098,70,72,F,27658.0
BSL,2099,70,72,F,27477.0
BSL,2100,70,72,F,27376.0
BSL,2022,71,72,F,49477.0
BSL,2023,71,72,F,43253.0
BSL,2024,71,72,F,44065.0
BSL,2025,71,72,F,44020.0
BSL,2026,71,72,F,43326.0
BSL,2027,71,72,F,44107.0
BSL,2028,71,72,F,43574.0
BSL,2029,71,72,F,41891.0
BSL,2030,71,72,F,42145.0
BSL,2031,71,72,F,40940.0
BSL,2032,71,72,F,41381.0
BSL,2033,71,72,F,41373.0
BSL,2034,71,72,F,40393.0
BSL,2035,71,72,F,39673.0
BSL,2036,71,72,F,39441.0
BSL,2037,71,72,F,38181.0
BSL,2038,71,72,F,37232.0
BSL,2039,71,72,F,37984.0
BSL,2040,71,72,F,42955.0
BSL,2041,71,72,F,43781.0
BSL,2042,71,72,F,42636.0
BSL,2043,71,72,F,41769.0
BSL,2044,71,72,F,40928.0
BSL,2045,71,72,F,44077.0
BSL,2046,71,72,F,46659.0
BSL,2047,71,72,F,45350.0
BSL,2048,71,72,F,45341.0
BSL,2049,71,72,F,44775.0
BSL,2050,71,72,F,43384.0
BSL,2051,71,72,F,43155.0
BSL,2052,71,72,F,41125.0
BSL,2053,71,72,F,40646.0
BSL,2054,71,72,F,40171.0
BSL,2055,71,72,F,40735.0
BSL,2056,71,72,F,40658.0
BSL,2057,71,72,F,40773.0
BSL,2058,71,72,F,41880.0
BSL,2059,71,72,F,41298.0
BSL,2060,71,72,F,42359.0
BSL,2061,71,72,F,41590.0
BSL,2062,71,72,F,39917.0
BSL,2063,71,72,F,37096.0
BSL,2064,71,72,F,34458.0
BSL,2065,71,72,F,32966.0
BSL,2066,71,72,F,31257.0
BSL,2067,71,72,F,28522.0
BSL,2068,71,72,F,28367.0
BSL,2069,71,72,F,25590.0
BSL,2070,71,72,F,26687.0
BSL,2071,71,72,F,29799.0
BSL,2072,71,72,F,29502.0
BSL,2073,71,72,F,27863.0
BSL,2074,71,72,F,27728.0
BSL,2075,71,72,F,28341.0
BSL,2076,71,72,F,29351.0
BSL,2077,71,72,F,29935.0
BSL,2078,71,72,F,30541.0
BSL,2079,71,72,F,30961.0
BSL,2080,71,72,F,32263.0
BSL,2081,71,72,F,33975.0
BSL,2082,71,72,F,32455.0
BSL,2083,71,72,F,32226.0
BSL,2084,71,72,F,31870.0
BSL,2085,71,72,F,31480.0
BSL,2086,71,72,F,32519.0
BSL,2087,71,72,F,31834.0
BSL,2088,71,72,F,31982.0
BSL,2089,71,72,F,31608.0
BSL,2090,71,72,F,30788.0
BSL,2091,71,72,F,30757.0
BSL,2092,71,72,F,29799.0
BSL,2093,71,72,F,29757.0
BSL,2094,71,72,F,29324.0
BSL,2095,71,72,F,28392.0
BSL,2096,71,72,F,28427.0
BSL,2097,71,72,F,28093.0
BSL,2098,71,72,F,27814.0
BSL,2099,71,72,F,27608.0
BSL,2100,71,72,F,27430.0
BSL,2022,72,72,F,47018.0
BSL,2023,72,72,F,48603.0
BSL,2024,72,72,F,42287.0
BSL,2025,72,72,F,43065.0
BSL,2026,72,72,F,43046.0
BSL,2027,72,72,F,42388.0
BSL,2028,72,72,F,43171.0
BSL,2029,72,72,F,42675.0
BSL,2030,72,72,F,41049.0
BSL,2031,72,72,F,41321.0
BSL,2032,72,72,F,40120.0
BSL,2033,72,72,F,40573.0
BSL,2034,72,72,F,40591.0
BSL,2035,72,72,F,39706.0
BSL,2036,72,72,F,39016.0
BSL,2037,72,72,F,38803.0
BSL,2038,72,72,F,37581.0
BSL,2039,72,72,F,36665.0
BSL,2040,72,72,F,37420.0
BSL,2041,72,72,F,42327.0
BSL,2042,72,72,F,43156.0
BSL,2043,72,72,F,42045.0
BSL,2044,72,72,F,41203.0
BSL,2045,72,72,F,40389.0
BSL,2046,72,72,F,43508.0
BSL,2047,72,72,F,46068.0
BSL,2048,72,72,F,44791.0
BSL,2049,72,72,F,44797.0
BSL,2050,72,72,F,44252.0
BSL,2051,72,72,F,42891.0
BSL,2052,72,72,F,42677.0
BSL,2053,72,72,F,40683.0
BSL,2054,72,72,F,40221.0
BSL,2055,72,72,F,39763.0
BSL,2056,72,72,F,40330.0
BSL,2057,72,72,F,40263.0
BSL,2058,72,72,F,40386.0
BSL,2059,72,72,F,41491.0
BSL,2060,72,72,F,40923.0
BSL,2061,72,72,F,41982.0
BSL,2062,72,72,F,41231.0
BSL,2063,72,72,F,39582.0
BSL,2064,72,72,F,36796.0
BSL,2065,72,72,F,34189.0
BSL,2066,72,72,F,32718.0
BSL,2067,72,72,F,31029.0
BSL,2068,72,72,F,28324.0
BSL,2069,72,72,F,28176.0
BSL,2070,72,72,F,25428.0
BSL,2071,72,72,F,26521.0
BSL,2072,72,72,F,29615.0
BSL,2073,72,72,F,29325.0
BSL,2074,72,72,F,27704.0
BSL,2075,72,72,F,27575.0
BSL,2076,72,72,F,28187.0
BSL,2077,72,72,F,29195.0
BSL,2078,72,72,F,29780.0
BSL,2079,72,72,F,30386.0
BSL,2080,72,72,F,30808.0
BSL,2081,72,72,F,32107.0
BSL,2082,72,72,F,33813.0
BSL,2083,72,72,F,32305.0
BSL,2084,72,72,F,32082.0
BSL,2085,72,72,F,31732.0
BSL,2086,72,72,F,31348.0
BSL,2087,72,72,F,32385.0
BSL,2088,72,72,F,31708.0
BSL,2089,72,72,F,31859.0
BSL,2090,72,72,F,31490.0
BSL,2091,72,72,F,30678.0
BSL,2092,72,72,F,30649.0
BSL,2093,72,72,F,29699.0
BSL,2094,72,72,F,29660.0
BSL,2095,72,72,F,29232.0
BSL,2096,72,72,F,28306.0
BSL,2097,72,72,F,28345.0
BSL,2098,72,72,F,28014.0
BSL,2099,72,72,F,27738.0
BSL,2100,72,72,F,27536.0
BSL,2022,73,72,F,44768.0
BSL,2023,73,72,F,46017.0
BSL,2024,73,72,F,47351.0
BSL,2025,73,72,F,41211.0
BSL,2026,73,72,F,41989.0
BSL,2027,73,72,F,41993.0
BSL,2028,73,72,F,41376.0
BSL,2029,73,72,F,42167.0
BSL,2030,73,72,F,41709.0
BSL,2031,73,72,F,40141.0
BSL,2032,73,72,F,40431.0
BSL,2033,73,72,F,39243.0
BSL,2034,73,72,F,39710.0
BSL,2035,73,72,F,39805.0
BSL,2036,73,72,F,38957.0
BSL,2037,73,72,F,38298.0
BSL,2038,73,72,F,38107.0
BSL,2039,73,72,F,36926.0
BSL,2040,73,72,F,36043.0
BSL,2041,73,72,F,36800.0
BSL,2042,73,72,F,41640.0
BSL,2043,73,72,F,42472.0
BSL,2044,73,72,F,41394.0
BSL,2045,73,72,F,40583.0
BSL,2046,73,72,F,39796.0
BSL,2047,73,72,F,42881.0
BSL,2048,73,72,F,45419.0
BSL,2049,73,72,F,44177.0
BSL,2050,73,72,F,44199.0
BSL,2051,73,72,F,43676.0
BSL,2052,73,72,F,42347.0
BSL,2053,73,72,F,42150.0
BSL,2054,73,72,F,40194.0
BSL,2055,73,72,F,39751.0
BSL,2056,73,72,F,39309.0
BSL,2057,73,72,F,39879.0
BSL,2058,73,72,F,39824.0
BSL,2059,73,72,F,39956.0
BSL,2060,73,72,F,41058.0
BSL,2061,73,72,F,40506.0
BSL,2062,73,72,F,41566.0
BSL,2063,73,72,F,40831.0
BSL,2064,73,72,F,39210.0
BSL,2065,73,72,F,36461.0
BSL,2066,73,72,F,33889.0
BSL,2067,73,72,F,32439.0
BSL,2068,73,72,F,30773.0
BSL,2069,73,72,F,28098.0
BSL,2070,73,72,F,27958.0
BSL,2071,73,72,F,25239.0
BSL,2072,73,72,F,26329.0
BSL,2073,73,72,F,29404.0
BSL,2074,73,72,F,29122.0
BSL,2075,73,72,F,27520.0
BSL,2076,73,72,F,27395.0
BSL,2077,73,72,F,28009.0
BSL,2078,73,72,F,29014.0
BSL,2079,73,72,F,29600.0
BSL,2080,73,72,F,30207.0
BSL,2081,73,72,F,30631.0
BSL,2082,73,72,F,31925.0
BSL,2083,73,72,F,33625.0
BSL,2084,73,72,F,32133.0
BSL,2085,73,72,F,31916.0
BSL,2086,73,72,F,31572.0
BSL,2087,73,72,F,31193.0
BSL,2088,73,72,F,32229.0
BSL,2089,73,72,F,31559.0
BSL,2090,73,72,F,31714.0
BSL,2091,73,72,F,31350.0
BSL,2092,73,72,F,30547.0
BSL,2093,73,72,F,30522.0
BSL,2094,73,72,F,29579.0
BSL,2095,73,72,F,29544.0
BSL,2096,73,72,F,29121.0
BSL,2097,73,72,F,28202.0
BSL,2098,73,72,F,28243.0
BSL,2099,73,72,F,27917.0
BSL,2100,73,72,F,27645.0
BSL,2022,74,72,F,41865.0
BSL,2023,74,72,F,43666.0
BSL,2024,74,72,F,44678.0
BSL,2025,74,72,F,45995.0
BSL,2026,74,72,F,40055.0
BSL,2027,74,72,F,40831.0
BSL,2028,74,72,F,40862.0
BSL,2029,74,72,F,40289.0
BSL,2030,74,72,F,41088.0
BSL,2031,74,72,F,40670.0
BSL,2032,74,72,F,39165.0
BSL,2033,74,72,F,39474.0
BSL,2034,74,72,F,38308.0
BSL,2035,74,72,F,38838.0
BSL,2036,74,72,F,38951.0
BSL,2037,74,72,F,38142.0
BSL,2038,74,72,F,37516.0
BSL,2039,74,72,F,37350.0
BSL,2040,74,72,F,36212.0
BSL,2041,74,72,F,35364.0
BSL,2042,74,72,F,36123.0
BSL,2043,74,72,F,40889.0
BSL,2044,74,72,F,41723.0
BSL,2045,74,72,F,40684.0
BSL,2046,74,72,F,39903.0
BSL,2047,74,72,F,39146.0
BSL,2048,74,72,F,42195.0
BSL,2049,74,72,F,44710.0
BSL,2050,74,72,F,43505.0
BSL,2051,74,72,F,43541.0
BSL,2052,74,72,F,43043.0
BSL,2053,74,72,F,41749.0
BSL,2054,74,72,F,41570.0
BSL,2055,74,72,F,39656.0
BSL,2056,74,72,F,39231.0
BSL,2057,74,72,F,38807.0
BSL,2058,74,72,F,39381.0
BSL,2059,74,72,F,39339.0
BSL,2060,74,72,F,39480.0
BSL,2061,74,72,F,40580.0
BSL,2062,74,72,F,40047.0
BSL,2063,74,72,F,41105.0
BSL,2064,74,72,F,40390.0
BSL,2065,74,72,F,38799.0
BSL,2066,74,72,F,36090.0
BSL,2067,74,72,F,33554.0
BSL,2068,74,72,F,32127.0
BSL,2069,74,72,F,30486.0
BSL,2070,74,72,F,27846.0
BSL,2071,74,72,F,27714.0
BSL,2072,74,72,F,25027.0
BSL,2073,74,72,F,26113.0
BSL,2074,74,72,F,29166.0
BSL,2075,74,72,F,28894.0
BSL,2076,74,72,F,27310.0
BSL,2077,74,72,F,27193.0
BSL,2078,74,72,F,27806.0
BSL,2079,74,72,F,28808.0
BSL,2080,74,72,F,29395.0
BSL,2081,74,72,F,30003.0
BSL,2082,74,72,F,30429.0
BSL,2083,74,72,F,31719.0
BSL,2084,74,72,F,33413.0
BSL,2085,74,72,F,31936.0
BSL,2086,74,72,F,31725.0
BSL,2087,74,72,F,31388.0
BSL,2088,74,72,F,31017.0
BSL,2089,74,72,F,32051.0
BSL,2090,74,72,F,31389.0
BSL,2091,74,72,F,31546.0
BSL,2092,74,72,F,31190.0
BSL,2093,74,72,F,30395.0
BSL,2094,74,72,F,30374.0
BSL,2095,74,72,F,29441.0
BSL,2096,74,72,F,29409.0
BSL,2097,74,72,F,28992.0
BSL,2098,74,72,F,28082.0
BSL,2099,74,72,F,28125.0
BSL,2100,74,72,F,27804.0
BSL,2022,75,77,F,42115.0
BSL,2023,75,77,F,40596.0
BSL,2024,75,77,F,42215.0
BSL,2025,75,77,F,43234.0
BSL,2026,75,77,F,44541.0
BSL,2027,75,77,F,38814.0
BSL,2028,75,77,F,39588.0
BSL,2029,75,77,F,39651.0
BSL,2030,75,77,F,39124.0
BSL,2031,75,77,F,39930.0
BSL,2032,75,77,F,39553.0
BSL,2033,75,77,F,38115.0
BSL,2034,75,77,F,38446.0
BSL,2035,75,77,F,37353.0
BSL,2036,75,77,F,37893.0
BSL,2037,75,77,F,38025.0
BSL,2038,75,77,F,37258.0
BSL,2039,75,77,F,36670.0
BSL,2040,75,77,F,36528.0
BSL,2041,75,77,F,35436.0
BSL,2042,75,77,F,34624.0
BSL,2043,75,77,F,35385.0
BSL,2044,75,77,F,40070.0
BSL,2045,75,77,F,40908.0
BSL,2046,75,77,F,39907.0
BSL,2047,75,77,F,39159.0
BSL,2048,75,77,F,38435.0
BSL,2049,75,77,F,41446.0
BSL,2050,75,77,F,43934.0
BSL,2051,75,77,F,42768.0
BSL,2052,75,77,F,42823.0
BSL,2053,75,77,F,42350.0
BSL,2054,75,77,F,41094.0
BSL,2055,75,77,F,40934.0
BSL,2056,75,77,F,39065.0
BSL,2057,75,77,F,38660.0
BSL,2058,75,77,F,38255.0
BSL,2059,75,77,F,38833.0
BSL,2060,75,77,F,38804.0
BSL,2061,75,77,F,38956.0
BSL,2062,75,77,F,40054.0
BSL,2063,75,77,F,39540.0
BSL,2064,75,77,F,40596.0
BSL,2065,75,77,F,39904.0
BSL,2066,75,77,F,38345.0
BSL,2067,75,77,F,35679.0
BSL,2068,75,77,F,33182.0
BSL,2069,75,77,F,31781.0
BSL,2070,75,77,F,30167.0
BSL,2071,75,77,F,27564.0
BSL,2072,75,77,F,27441.0
BSL,2073,75,77,F,24789.0
BSL,2074,75,77,F,25870.0
BSL,2075,75,77,F,28900.0
BSL,2076,75,77,F,28636.0
BSL,2077,75,77,F,27074.0
BSL,2078,75,77,F,26964.0
BSL,2079,75,77,F,27577.0
BSL,2080,75,77,F,28578.0
BSL,2081,75,77,F,29165.0
BSL,2082,75,77,F,29774.0
BSL,2083,75,77,F,30202.0
BSL,2084,75,77,F,31488.0
BSL,2085,75,77,F,33174.0
BSL,2086,75,77,F,31714.0
BSL,2087,75,77,F,31510.0
BSL,2088,75,77,F,31180.0
BSL,2089,75,77,F,30817.0
BSL,2090,75,77,F,31849.0
BSL,2091,75,77,F,31197.0
BSL,2092,75,77,F,31358.0
BSL,2093,75,77,F,31009.0
BSL,2094,75,77,F,30223.0
BSL,2095,75,77,F,30207.0
BSL,2096,75,77,F,29283.0
BSL,2097,75,77,F,29256.0
BSL,2098,75,77,F,28844.0
BSL,2099,75,77,F,27943.0
BSL,2100,75,77,F,27991.0
BSL,2022,76,77,F,36718.0
BSL,2023,76,77,F,40678.0
BSL,2024,76,77,F,39080.0
BSL,2025,76,77,F,40685.0
BSL,2026,76,77,F,41693.0
BSL,2027,76,77,F,42989.0
BSL,2028,76,77,F,37488.0
BSL,2029,76,77,F,38264.0
BSL,2030,76,77,F,38358.0
BSL,2031,76,77,F,37880.0
BSL,2032,76,77,F,38691.0
BSL,2033,76,77,F,38358.0
BSL,2034,76,77,F,36993.0
BSL,2035,76,77,F,37360.0
BSL,2036,76,77,F,36323.0
BSL,2037,76,77,F,36873.0
BSL,2038,76,77,F,37026.0
BSL,2039,76,77,F,36303.0
BSL,2040,76,77,F,35754.0
BSL,2041,76,77,F,35637.0
BSL,2042,76,77,F,34592.0
BSL,2043,76,77,F,33820.0
BSL,2044,76,77,F,34583.0
BSL,2045,76,77,F,39181.0
BSL,2046,76,77,F,40021.0
BSL,2047,76,77,F,39063.0
BSL,2048,76,77,F,38351.0
BSL,2049,76,77,F,37660.0
BSL,2050,76,77,F,40630.0
BSL,2051,76,77,F,43088.0
BSL,2052,76,77,F,41966.0
BSL,2053,76,77,F,42038.0
BSL,2054,76,77,F,41593.0
BSL,2055,76,77,F,40378.0
BSL,2056,76,77,F,40237.0
BSL,2057,76,77,F,38415.0
BSL,2058,76,77,F,38032.0
BSL,2059,76,77,F,37648.0
BSL,2060,76,77,F,38232.0
BSL,2061,76,77,F,38217.0
BSL,2062,76,77,F,38381.0
BSL,2063,76,77,F,39476.0
BSL,2064,76,77,F,38984.0
BSL,2065,76,77,F,40040.0
BSL,2066,76,77,F,39370.0
BSL,2067,76,77,F,37844.0
BSL,2068,76,77,F,35226.0
BSL,2069,76,77,F,32773.0
BSL,2070,76,77,F,31400.0
BSL,2071,76,77,F,29815.0
BSL,2072,76,77,F,27252.0
BSL,2073,76,77,F,27138.0
BSL,2074,76,77,F,24524.0
BSL,2075,76,77,F,25601.0
BSL,2076,76,77,F,28604.0
BSL,2077,76,77,F,28350.0
BSL,2078,76,77,F,26811.0
BSL,2079,76,77,F,26709.0
BSL,2080,76,77,F,27323.0
BSL,2081,76,77,F,28320.0
BSL,2082,76,77,F,28908.0
BSL,2083,76,77,F,29517.0
BSL,2084,76,77,F,29948.0
BSL,2085,76,77,F,31229.0
BSL,2086,76,77,F,32906.0
BSL,2087,76,77,F,31465.0
BSL,2088,76,77,F,31269.0
BSL,2089,76,77,F,30948.0
BSL,2090,76,77,F,30593.0
BSL,2091,76,77,F,31623.0
BSL,2092,76,77,F,30982.0
BSL,2093,76,77,F,31146.0
BSL,2094,76,77,F,30804.0
BSL,2095,76,77,F,30030.0
BSL,2096,76,77,F,30018.0
BSL,2097,76,77,F,29104.0
BSL,2098,76,77,F,29082.0
BSL,2099,76,77,F,28678.0
BSL,2100,76,77,F,27786.0
BSL,2022,77,77,F,32099.0
BSL,2023,77,77,F,35287.0
BSL,2024,77,77,F,38952.0
BSL,2025,77,77,F,37469.0
BSL,2026,77,77,F,39048.0
BSL,2027,77,77,F,40047.0
BSL,2028,77,77,F,41327.0
BSL,2029,77,77,F,36069.0
BSL,2030,77,77,F,36848.0
BSL,2031,77,77,F,36973.0
BSL,2032,77,77,F,36546.0
BSL,2033,77,77,F,37362.0
BSL,2034,77,77,F,37075.0
BSL,2035,77,77,F,35803.0
BSL,2036,77,77,F,36185.0
BSL,2037,77,77,F,35208.0
BSL,2038,77,77,F,35767.0
BSL,2039,77,77,F,35943.0
BSL,2040,77,77,F,35268.0
BSL,2041,77,77,F,34758.0
BSL,2042,77,77,F,34668.0
BSL,2043,77,77,F,33674.0
BSL,2044,77,77,F,32943.0
BSL,2045,77,77,F,33707.0
BSL,2046,77,77,F,38209.0
BSL,2047,77,77,F,39051.0
BSL,2048,77,77,F,38140.0
BSL,2049,77,77,F,37466.0
BSL,2050,77,77,F,36812.0
BSL,2051,77,77,F,39735.0
BSL,2052,77,77,F,42162.0
BSL,2053,77,77,F,41084.0
BSL,2054,77,77,F,41176.0
BSL,2055,77,77,F,40761.0
BSL,2056,77,77,F,39589.0
BSL,2057,77,77,F,39469.0
BSL,2058,77,77,F,37699.0
BSL,2059,77,77,F,37340.0
BSL,2060,77,77,F,36979.0
BSL,2061,77,77,F,37568.0
BSL,2062,77,77,F,37569.0
BSL,2063,77,77,F,37745.0
BSL,2064,77,77,F,38837.0
BSL,2065,77,77,F,38369.0
BSL,2066,77,77,F,39422.0
BSL,2067,77,77,F,38779.0
BSL,2068,77,77,F,37290.0
BSL,2069,77,77,F,34723.0
BSL,2070,77,77,F,32317.0
BSL,2071,77,77,F,30974.0
BSL,2072,77,77,F,29422.0
BSL,2073,77,77,F,26903.0
BSL,2074,77,77,F,26799.0
BSL,2075,77,77,F,24227.0
BSL,2076,77,77,F,25297.0
BSL,2077,77,77,F,28270.0
BSL,2078,77,77,F,28029.0
BSL,2079,77,77,F,26515.0
BSL,2080,77,77,F,26421.0
BSL,2081,77,77,F,27035.0
BSL,2082,77,77,F,28028.0
BSL,2083,77,77,F,28617.0
BSL,2084,77,77,F,29227.0
BSL,2085,77,77,F,29661.0
BSL,2086,77,77,F,30935.0
BSL,2087,77,77,F,32603.0
BSL,2088,77,77,F,31183.0
BSL,2089,77,77,F,30996.0
BSL,2090,77,77,F,30684.0
BSL,2091,77,77,F,30339.0
BSL,2092,77,77,F,31365.0
BSL,2093,77,77,F,30736.0
BSL,2094,77,77,F,30906.0
BSL,2095,77,77,F,30572.0
BSL,2096,77,77,F,29809.0
BSL,2097,77,77,F,29802.0
BSL,2098,77,77,F,28901.0
BSL,2099,77,77,F,28883.0
BSL,2100,77,77,F,28488.0
BSL,2022,78,77,F,31075.0
BSL,2023,78,77,F,30731.0
BSL,2024,78,77,F,33596.0
BSL,2025,78,77,F,37123.0
BSL,2026,78,77,F,35748.0
BSL,2027,78,77,F,37297.0
BSL,2028,78,77,F,38284.0
BSL,2029,78,77,F,39551.0
BSL,2030,78,77,F,34550.0
BSL,2031,78,77,F,35330.0
BSL,2032,78,77,F,35486.0
BSL,2033,78,77,F,35111.0
BSL,2034,78,77,F,35933.0
BSL,2035,78,77,F,35708.0
BSL,2036,78,77,F,34512.0
BSL,2037,78,77,F,34912.0
BSL,2038,78,77,F,33997.0
BSL,2039,78,77,F,34566.0
BSL,2040,78,77,F,34765.0
BSL,2041,78,77,F,34138.0
BSL,2042,78,77,F,33671.0
BSL,2043,78,77,F,33609.0
BSL,2044,78,77,F,32669.0
BSL,2045,78,77,F,31984.0
BSL,2046,78,77,F,32747.0
BSL,2047,78,77,F,37145.0
BSL,2048,78,77,F,37988.0
BSL,2049,78,77,F,37125.0
BSL,2050,78,77,F,36494.0
BSL,2051,78,77,F,35879.0
BSL,2052,78,77,F,38751.0
BSL,2053,78,77,F,41140.0
BSL,2054,78,77,F,40113.0
BSL,2055,78,77,F,40225.0
BSL,2056,78,77,F,39840.0
BSL,2057,78,77,F,38715.0
BSL,2058,78,77,F,38618.0
BSL,2059,78,77,F,36906.0
BSL,2060,78,77,F,36572.0
BSL,2061,78,77,F,36235.0
BSL,2062,78,77,F,36831.0
BSL,2063,78,77,F,36848.0
BSL,2064,78,77,F,37038.0
BSL,2065,78,77,F,38127.0
BSL,2066,78,77,F,37684.0
BSL,2067,78,77,F,38735.0
BSL,2068,78,77,F,38118.0
BSL,2069,78,77,F,36669.0
BSL,2070,78,77,F,34159.0
BSL,2071,78,77,F,31806.0
BSL,2072,78,77,F,30496.0
BSL,2073,78,77,F,28979.0
BSL,2074,78,77,F,26508.0
BSL,2075,78,77,F,26415.0
BSL,2076,78,77,F,23890.0
BSL,2077,78,77,F,24952.0
BSL,2078,78,77,F,27893.0
BSL,2079,78,77,F,27664.0
BSL,2080,78,77,F,26178.0
BSL,2081,78,77,F,26093.0
BSL,2082,78,77,F,26708.0
BSL,2083,78,77,F,27696.0
BSL,2084,78,77,F,28286.0
BSL,2085,78,77,F,28897.0
BSL,2086,78,77,F,29333.0
BSL,2087,78,77,F,30601.0
BSL,2088,78,77,F,32260.0
BSL,2089,78,77,F,30862.0
BSL,2090,78,77,F,30684.0
BSL,2091,78,77,F,30383.0
BSL,2092,78,77,F,30048.0
BSL,2093,78,77,F,31072.0
BSL,2094,78,77,F,30455.0
BSL,2095,78,77,F,30629.0
BSL,2096,78,77,F,30305.0
BSL,2097,78,77,F,29555.0
BSL,2098,78,77,F,29555.0
BSL,2099,78,77,F,28667.0
BSL,2100,78,77,F,28655.0
BSL,2022,79,77,F,28992.0
BSL,2023,79,77,F,29628.0
BSL,2024,79,77,F,29080.0
BSL,2025,79,77,F,31803.0
BSL,2026,79,77,F,35194.0
BSL,2027,79,77,F,33929.0
BSL,2028,79,77,F,35444.0
BSL,2029,79,77,F,36419.0
BSL,2030,79,77,F,37668.0
BSL,2031,79,77,F,32941.0
BSL,2032,79,77,F,33718.0
BSL,2033,79,77,F,33907.0
BSL,2034,79,77,F,33586.0
BSL,2035,79,77,F,34425.0
BSL,2036,79,77,F,34244.0
BSL,2037,79,77,F,33130.0
BSL,2038,79,77,F,33544.0
BSL,2039,79,77,F,32697.0
BSL,2040,79,77,F,33275.0
BSL,2041,79,77,F,33495.0
