age_group,year,sex,edu,l_active,l_not_active
77,2038,F,H,0.01,0.99
82,2038,F,H,0.01,0.99
87,2038,F,H,0.01,0.99
17,2038,F,L,0.1452203425922799,0.8547796574077201
22,2038,F,L,0.38816475831181885,0.6118352416881812
27,2038,F,L,0.5826270092577626,0.41737299074223744
32,2038,F,L,0.6396097021167618,0.3603902978832382
37,2038,F,L,0.6623734457589355,0.33762655424106447
42,2038,F,L,0.6706197329227598,0.3293802670772402
47,2038,F,L,0.6520044943855421,0.3479955056144579
52,2038,F,L,0.5850199430020244,0.4149800569979756
57,2038,F,L,0.4279388043558677,0.5720611956441324
62,2038,F,L,0.18036922730227917,0.8196307726977208
67,2038,F,L,0.06005008722143408,0.9399499127785659
72,2038,F,L,0.04263053389568185,0.9573694661043182
77,2038,F,L,0.01,0.99
82,2038,F,L,0.01,0.99
87,2038,F,L,0.01,0.99
17,2038,F,M,0.23477009891475473,0.7652299010852452
22,2038,F,M,0.5339449050227095,0.4660550949772905
27,2038,F,M,0.7159761963856154,0.2840238036143846
32,2038,F,M,0.7621843200751712,0.23781567992482877
37,2038,F,M,0.7798703592132468,0.22012964078675323
42,2038,F,M,0.7861732870890997,0.21382671291090027
47,2038,F,M,0.7718670667395947,0.2281329332604053
52,2038,F,M,0.7179746750972227,0.2820253249027773
57,2038,F,M,0.574627362271655,0.425372637728345
62,2038,F,M,0.284382428010316,0.715617571989684
67,2038,F,M,0.10343516338170278,0.8965648366182972
72,2038,F,M,0.07442683112274179,0.9255731688772582
77,2038,F,M,0.01,0.99
82,2038,F,M,0.01,0.99
87,2038,F,M,0.01,0.99
17,2038,M,H,0.8058715614267074,0.19412843857329265
22,2038,M,H,0.8058715614267074,0.19412843857329265
27,2038,M,H,0.9013223468531676,0.09867765314683241
32,2038,M,H,0.9207154737405817,0.07928452625941829
37,2038,M,H,0.9277296643058837,0.07227033569411634
42,2038,M,H,0.9301780039623896,0.06982199603761041
47,2038,M,H,0.9245822546142946,0.07541774538570545
52,2038,M,H,0.9021948254973466,0.09780517450265336
57,2038,M,H,0.8303587277290104,0.16964127227098957
62,2038,M,H,0.5901509867309876,0.40984901326901235
67,2038,M,H,0.2947946432313856,0.7052053567686144
72,2038,M,H,0.22562514418913499,0.774374855810865
77,2038,M,H,0.01,0.99
82,2038,M,H,0.01,0.99
87,2038,M,H,0.01,0.99
17,2038,M,L,0.25687828722732015,0.7431217127726799
22,2038,M,L,0.5634808053278114,0.4365191946721886
27,2038,M,L,0.7396020029845362,0.26039799701546384
32,2038,M,L,0.7831306794431879,0.21686932055681207
37,2038,M,L,0.7996684033465167,0.20033159665348332
42,2038,M,L,0.8055458029749905,0.19445419702500955
47,2038,M,L,0.7921931112751748,0.20780688872482522
52,2038,M,L,0.7414942642379763,0.25850573576202374
57,2038,M,L,0.6034995943182984,0.39650040568170164
62,2038,M,L,0.30927436835100947,0.6907256316489905
67,2038,M,L,0.11503481146448465,0.8849651885355153
72,2038,M,L,0.0830747948798878,0.9169252051201122
77,2038,M,L,0.01,0.99
82,2038,M,L,0.01,0.99
87,2038,M,L,0.01,0.99
17,2038,M,M,0.3843238567018407,0.6156761432981592
22,2038,M,M,0.6997952127484317,0.3002047872515683
27,2038,M,M,0.8368429167670519,0.16315708323294809
32,2038,M,M,0.867038822545393,0.132961177454607
37,2038,M,M,0.8781733758948197,0.1218266241051803
42,2038,M,M,0.8820871814946075,0.11791281850539248
47,2038,M,M,0.87316282934555145,0.12683717065444855
52,2038,M,M,0.8381831504252039,0.16181684957479614
57,2038,M,M,0.7332334598679056,0.26676654013209444
62,2038,M,M,0.4470760075441567,0.5529239924558433
67,2038,M,M,0.19011061857009318,0.8098893814299069
72,2038,M,M,0.14060639027568023,0.8593936097243198
77,2038,M,M,0.01,0.99
82,2038,M,M,0.01,0.99
87,2038,M,M,0.01,0.99
17,2039,F,H,0.6720166592692802,0.3279833407307198
22,2039,F,H,0.6720166592692802,0.3279833407307198
27,2039,F,H,0.8184558205607552,0.18154417943924483
32,2039,F,H,0.851450611106181,0.14854938889381897
37,2039,F,H,0.863685332828922,0.13631466717107799
42,2039,F,H,0.8679946171475086,0.13200538285249142
47,2039,F,H,0.8581751479198971,0.14182485208010287
52,2039,F,H,0.8199145898283481,0.18008541017165192
57,2039,F,H,0.7072546563322496,0.2927453436677504
62,2039,F,H,0.41544649434402503,0.584553505655975
67,2039,F,H,0.1710372111588376,0.8289627888411624
72,2039,F,H,0.12572860792373505,0.8742713920762649
77,2039,F,H,0.01,0.99
82,2039,F,H,0.01,0.99
87,2039,F,H,0.01,0.99
17,2039,F,L,0.14574869715530947,0.8542513028446905
22,2039,F,L,0.38917458201275834,0.6108254179872417
27,2039,F,L,0.5836601297402101,0.4163398702597899
32,2039,F,L,0.6405887840220996,0.3594112159779004
37,2039,F,L,0.6633232375493243,0.3366767624506757
42,2039,F,L,0.6715578295993518,0.32844217040064816
47,2039,F,L,0.6529681730671029,0.34703182693289714
52,2039,F,L,0.5860513486347976,0.4139486513652024
57,2039,F,L,0.42897955259456927,0.5710204474054308
62,2039,F,L,0.18099838506376678,0.8190016149362332
67,2039,F,L,0.06029042367637643,0.9397095763236236
72,2039,F,L,0.04280432752547814,0.9571956724745219
77,2039,F,L,0.01,0.99
82,2039,F,L,0.01,0.99
87,2039,F,L,0.01,0.99
17,2039,F,M,0.23553448546624078,0.7644655145337592
22,2039,F,M,0.535002354328568,0.464997645671432
27,2039,F,M,0.7168396586583559,0.28316034134164414
32,2039,F,M,0.7629538142514396,0.2370461857485604
37,2039,F,M,0.7805991001631594,0.21940089983684063
42,2039,F,M,0.7868868641137012,0.21311313588629877
47,2039,F,M,0.7726145775638426,0.22738542243615745
52,2039,F,M,0.7188344476811706,0.28116555231882945
57,2039,F,M,0.5756658625797101,0.4243341374202899
62,2039,F,M,0.2852481339781043,0.7147518660218957
67,2039,F,M,0.10382995778045813,0.8961700422195419
72,2039,F,M,0.07472013310392972,0.9252798668960702
77,2039,F,M,0.01,0.99
82,2039,F,M,0.01,0.99
87,2039,F,M,0.01,0.99
17,2039,M,H,0.8065355785742313,0.1934644214257687
22,2039,M,H,0.8065355785742313,0.1934644214257687
27,2039,M,H,0.9016996994475415,0.09830030055245853
32,2039,M,H,0.9210251632787534,0.07897483672124661
37,2039,M,H,0.9280140981358048,0.07198590186419518
42,2039,M,H,0.9304535242279774,0.06954647577202255
47,2039,M,H,0.9248780726380252,0.07512192736197476
52,2039,M,H,0.9025692023128352,0.09743079768716478
57,2039,M,H,0.8309565559916904,0.16904344400830962
62,2039,M,H,0.5911785514061815,0.4088214485938185
67,2039,M,H,0.2956789493134865,0.7043210506865135
72,2039,M,H,0.22636856371106623,0.7736314362889338
77,2039,M,H,0.01,0.99
82,2039,M,H,0.01,0.99
87,2039,M,H,0.01,0.99
17,2039,M,L,0.25769041585625974,0.7423095841437403
22,2039,M,L,0.5645258956279811,0.43547410437201894
27,2039,M,L,0.740419680765179,0.25958031923482106
32,2039,M,L,0.7838516185455318,0.21614838145446824
37,2039,M,L,0.8003483817613688,0.1996516182386312
42,2039,M,L,0.8062106664330844,0.19378933356691563
47,2039,M,L,0.7928918913611358,0.2071081086388642
52,2039,M,L,0.7423080703909964,0.25769192960900356
57,2039,M,L,0.6045161194612122,0.3954838805387878
62,2039,M,L,0.310183004842114,0.6898169951578861
67,2039,M,L,0.11546817773102934,0.8845318222689706
72,2039,M,L,0.08339910605196042,0.9166008939480396
77,2039,M,L,0.01,0.99
82,2039,M,L,0.01,0.99
87,2039,M,L,0.01,0.99
17,2039,M,M,0.38532998121444606,0.6146700187855539
22,2039,M,M,0.7006873023231159,0.29931269767688407
27,2039,M,M,0.837422368269235,0.162577631730765
32,2039,M,M,0.8675280096061444,0.1324719903938556
37,2039,M,M,0.8786273316452067,0.12137266835479332
42,2039,M,M,0.8825285042947467,0.11747149570525328
47,2039,M,M,0.8736327689688603,0.12636723103113967
52,2039,M,M,0.8387587592099198,0.16124124079008018
57,2039,M,M,0.7340639449825688,0.26593605501743123
62,2039,M,M,0.4481268388279974,0.5518731611720026
67,2039,M,M,0.19076584730330196,0.8092341526966981
72,2039,M,M,0.14112072936978778,0.8588792706302122
77,2039,M,M,0.01,0.99
82,2039,M,M,0.01,0.99
87,2039,M,M,0.01,0.99
17,2040,F,H,0.6729522590297905,0.3270477409702095
22,2040,F,H,0.6729522590297905,0.3270477409702095
27,2040,F,H,0.8190861476501676,0.18091385234983237
32,2040,F,H,0.8519870965566946,0.14801290344330542
37,2040,F,H,0.8641846807111823,0.13581531928881774
42,2040,F,H,0.8684805830694747,0.13151941693052527
47,2040,F,H,0.8586913782333984,0.14130862176660164
52,2040,F,H,0.8205409625807618,0.1794590374192382
57,2040,F,H,0.7081333937763095,0.29186660622369054
62,2040,F,H,0.41647847341516475,0.5835215265848352
67,2040,F,H,0.1716403377242516,0.8283596622757484
72,2040,F,H,0.12619628588237386,0.8738037141176261
77,2040,F,H,0.01,0.99
82,2040,F,H,0.01,0.99
87,2040,F,H,0.01,0.99
17,2040,F,L,0.14627838483022493,0.8537216151697751
22,2040,F,L,0.3901848615995879,0.6098151384004121
27,2040,F,L,0.5846920098067193,0.4153079901932807
32,2040,F,L,0.6415662174209853,0.3584337825790147
37,2040,F,L,0.6642712469810298,0.3357287530189702
42,2040,F,L,0.6724941003444752,0.3275058996555248
47,2040,F,L,0.653930127975035,0.346069872024965
52,2040,F,L,0.5870814949774054,0.41291850502259464
57,2040,F,L,0.4300204185382936,0.5699795814617064
62,2040,F,L,0.18162894136679747,0.8183710586332025
67,2040,F,L,0.06053154157413766,0.9394684584258624
72,2040,F,L,0.042978712148056555,0.9570212878519434
77,2040,F,L,0.01,0.99
82,2040,F,L,0.01,0.99
87,2040,F,L,0.01,0.99
17,2040,F,M,0.23630021620156796,0.7636997837984321
22,2040,F,M,0.5360589708174567,0.4639410291825433
27,2040,F,M,0.7177011087188062,0.2822988912811938
32,2040,F,M,0.7637212144152061,0.23627878558479387
37,2040,F,M,0.7813257490337595,0.2186742509662405
42,2040,F,M,0.7875983545737433,0.21240164542625672
47,2040,F,M,0.7733599930000854,0.2266400069999146
52,2040,F,M,0.7196922021108834,0.28030779788911664
57,2040,F,M,0.5767031864802933,0.4232968135197067
62,2040,F,M,0.28611499600743484,0.7138850039925652
67,2040,F,M,0.10422588931475704,0.8957741106852429
72,2040,F,M,0.07501435266269277,0.9249856473373073
77,2040,F,M,0.01,0.99
82,2040,F,M,0.01,0.99
87,2040,F,M,0.01,0.99
17,2040,M,H,0.8071975435350914,0.19280245646490857
22,2040,M,H,0.8071975435350914,0.19280245646490857
27,2040,M,H,0.9020755817117277,0.09792441828827225
32,2040,M,H,0.9213335954745511,0.07866640452544893
37,2040,M,H,0.9282973603378736,0.07170263966212642
42,2040,M,H,0.9307279038941134,0.06927209610588658
47,2040,M,H,0.9251726799917245,0.07482732000827552
52,2040,M,H,0.9029421176375925,0.09705788236240753
57,2040,M,H,0.8315524129589321,0.16844758704106788
62,2040,M,H,0.5922048167649309,0.40779518323506914
67,2040,M,H,0.2965643578094652,0.7034356421905348
72,2040,M,H,0.22711334855597784,0.7728866514440221
77,2040,M,H,0.01,0.99
82,2040,M,H,0.01,0.99
87,2040,M,H,0.01,0.99
17,2040,M,L,0.2585038194627391,0.7414961805372609
22,2040,M,L,0.565569900883148,0.43443009911685204
27,2040,M,L,0.7412352895807047,0.2587647104192953
32,2040,M,L,0.7845704680971824,0.21542953190281755
37,2040,M,L,0.8010262943028436,0.19897370569715644
42,2040,M,L,0.8068734769190088,0.1931265230809912
47,2040,M,L,0.7935885925963776,0.2064114074036224
52,2040,M,L,0.7431198043489431,0.2568801956510569
57,2040,M,L,0.605531244184506,0.394468755815494
62,2040,M,L,0.31109266195249324,0.6889073380475068
67,2040,M,L,0.1159027492510132,0.8840972507489868
72,2040,M,L,0.08372440781903548,0.9162755921809645
77,2040,M,L,0.01,0.99
82,2040,M,L,0.01,0.99
87,2040,M,L,0.01,0.99
17,2040,M,M,0.38633659282947325,0.6136634071705267
22,2040,M,M,0.7015774351449455,0.2984225648550545
27,2040,M,M,0.8379998773393182,0.16200012266068176
32,2040,M,M,0.8680154321024025,0.1319845678975975
37,2040,M,M,0.8790796072539988,0.12092039274600119
42,2040,M,M,0.8829681791329633,0.11703182086703667
47,2040,M,M,0.8741009891649223,0.1258990108350777
52,2040,M,M,0.839332431929074,0.16066756807092597
57,2040,M,M,0.7348923734684554,0.2651076265315446
62,2040,M,M,0.4491776179690774,0.5508223820309226
67,2040,M,M,0.19142247802602938,0.8085775219739706
72,2040,M,M,0.14163638649222632,0.8583636135077737
77,2040,M,M,0.01,0.99
82,2040,M,M,0.01,0.99
87,2040,M,M,0.01,0.99
17,2041,F,H,0.6738860275511311,0.32611397244886886
22,2041,F,H,0.6738860275511311,0.32611397244886886
27,2041,F,H,0.8197144606448965,0.1802855393551035
32,2041,F,H,0.8525217183437753,0.14747828165622467
37,2041,F,H,0.8646822423881206,0.13531775761187936
42,2041,F,H,0.868964792986039,0.13103520701396099
47,2041,F,H,0.8592057859529455,0.1407942140470545
52,2041,F,H,0.8211653261586339,0.1788346738413661
57,2041,F,H,0.7090101492461471,0.29098985075385286
62,2041,F,H,0.41751067873705444,0.5824893212629456
67,2041,F,H,0.1722448523569835,0.8277551476430165
72,2041,F,H,0.12666522114944848,0.8733347788505516
77,2041,F,H,0.01,0.99
82,2041,F,H,0.01,0.99
87,2041,F,H,0.01,0.99
17,2041,F,L,0.14680940593560177,0.8531905940643982
22,2041,F,L,0.3911955883813505,0.6088044116186495
27,2041,F,L,0.5857226425204952,0.4142773574795048
32,2041,F,L,0.6425419977940655,0.3574580022059345
37,2041,F,L,0.6652174706508589,0.3347825293491411
42,2041,F,L,0.6734285421734777,0.3265714578265223
47,2041,F,L,0.6548903551897745,0.34510964481022555
52,2041,F,L,0.588110375181,0.41188962481900004
57,2041,F,L,0.43106139293950474,0.5689386070604953
62,2041,F,L,0.18226089524769165,0.8177391047523084
67,2041,F,L,0.060773442575199316,0.9392265574248007
72,2041,F,L,0.04315368922275918,0.9568463107772408
77,2041,F,L,0.01,0.99
82,2041,F,L,0.01,0.99
87,2041,F,L,0.01,0.99
17,2041,F,M,0.23706728783485564,0.7629327121651444
22,2041,F,M,0.5371147460778005,0.4628852539221995
27,2041,F,M,0.7185605459506753,0.2814394540493247
32,2041,F,M,0.7644865222987814,0.23551347770121855
37,2041,F,M,0.7820503083801489,0.21794969161985112
42,2041,F,M,0.78830776130175,0.21169223869825005
47,2041,F,M,0.77410331523858,0.22589668476142
52,2041,F,M,0.7205479378748704,0.27945206212512963
57,2041,F,M,0.5777393267524895,0.4222606732475105
62,2041,F,M,0.2869830086831561,0.7130169913168438
67,2041,F,M,0.10462295936476011,0.8953770406352399
72,2041,F,M,0.07530949148014962,0.9246905085198504
77,2041,F,M,0.01,0.99
82,2041,F,M,0.01,0.99
87,2041,F,M,0.01,0.99
17,2041,M,H,0.807857459942571,0.19214254005742903
22,2041,M,H,0.807857459942571,0.19214254005742903
27,2041,M,H,0.9024499988959251,0.09755000110407486
32,2041,M,H,0.9216407752406532,0.07835922475934676
37,2041,M,H,0.9285794556302788,0.07142054436972123
42,2041,M,H,0.9310011476015011,0.0689988523984989
47,2041,M,H,0.9254660814858385,0.07453391851416147
52,2041,M,H,0.9033135767126216,0.09668642328737842
57,2041,M,H,0.8321463030867555,0.16785369691324448
62,2041,M,H,0.593229776151436,0.406770223848564
67,2041,M,H,0.29745086288529843,0.7025491371147016
72,2041,M,H,0.2278594958400703,0.7721405041599297
77,2041,M,H,0.01,0.99
82,2041,M,H,0.01,0.99
87,2041,M,H,0.01,0.99
17,2041,M,L,0.25931849379343136,0.7406815062065686
22,2041,M,L,0.5666128135028073,0.43338718649719266
27,2041,M,L,0.7420488300406626,0.2579511699593374
32,2041,M,L,0.7852872307978972,0.2147127692021028
37,2041,M,L,0.801702144363858,0.198297855636142
42,2041,M,L,0.807534238053716,0.19246576194628395
47,2041,M,L,0.7942832180693806,0.20571678193061937
52,2041,M,L,0.7439294668177726,0.2560705331822274
57,2041,M,L,0.606544962361999,0.39345503763800105
62,2041,M,L,0.3120033332911678,0.6879966667088322
67,2041,M,L,0.11633852717461815,0.8836614728253819
72,2041,M,L,0.0840507018174686,0.9159492981825315
77,2041,M,L,0.01,0.99
82,2041,M,L,0.01,0.99
87,2041,M,L,0.01,0.99
17,2041,M,M,0.3873436829332379,0.612656317066762
22,2041,M,M,0.7024656097468612,0.29753439025313877
27,2041,M,M,0.8385754486127761,0.1614245513872239
32,2041,M,M,0.8685010952488202,0.13149890475117976
37,2041,M,M,0.879530208027621,0.12046979197237895
42,2041,M,M,0.8834062113304494,0.11659378866955061
47,2041,M,M,0.8745674952077777,0.12543250479222234
52,2041,M,M,0.8399041732530081,0.16009582674699185
57,2041,M,M,0.7357187456082807,0.26428125439171934
62,2041,M,M,0.45022833561779185,0.5497716643822081
67,2041,M,M,0.19208050937862678,0.8079194906213732
72,2041,M,M,0.1421533621076652,0.8578466378923348
77,2041,M,M,0.01,0.99
82,2041,M,M,0.01,0.99
87,2041,M,M,0.01,0.99
17,2042,F,H,0.6748179619243958,0.3251820380756042
22,2042,F,H,0.6748179619243958,0.3251820380756042
27,2042,F,H,0.820340763621914,0.179659236378086
32,2042,F,H,0.8530544814317738,0.14694551856822624
37,2042,F,H,0.8651780230253661,0.13482197697463394
42,2042,F,H,0.8694472521148414,0.13055274788515858
47,2042,F,H,0.8597183761630753,0.14028162383692466
52,2042,F,H,0.8217876846874529,0.1782123153125471
57,2042,F,H,0.7098849216686456,0.2901150783313544
62,2042,F,H,0.41854310120126054,0.5814568987987394
67,2042,F,H,0.1728507544596181,0.8271492455403819
72,2042,F,H,0.12713541461472785,0.8728645853852721
77,2042,F,H,0.01,0.99
82,2042,F,H,0.01,0.99
87,2042,F,H,0.01,0.99
17,2042,F,L,0.14734176077247296,0.852658239227527
22,2042,F,L,0.3922067536602548,0.6077932463397452
27,2042,F,L,0.5867520209926625,0.41324797900733745
32,2042,F,L,0.6435161206751353,0.3564838793248647
37,2042,F,L,0.6661619052083967,0.3338380947916033
42,2042,F,L,0.6743611521539864,0.3256388478460136
47,2042,F,L,0.6558488508448862,0.3441511491551138
52,2042,F,L,0.5891379824450365,0.41086201755496354
57,2042,F,L,0.4321024665558941,0.5678975334441059
62,2042,F,L,0.18289424571908866,0.8171057542809114
67,2042,F,L,0.06101612833897972,0.9389838716610203
72,2042,F,L,0.04332926020981164,0.9566707397901884
77,2042,F,L,0.01,0.99
82,2042,F,L,0.01,0.99
87,2042,F,L,0.01,0.99
17,2042,F,M,0.23783569705150157,0.7621643029484985
22,2042,F,M,0.5381696717355814,0.4618303282644186
27,2042,F,M,0.7194179697837765,0.2805820302162235
32,2042,F,M,0.7652497396688447,0.2347502603311553
37,2042,F,M,0.7827727807861465,0.21722721921385346
42,2042,F,M,0.7890150871568333,0.21098491284316667
47,2042,F,M,0.7748445465009224,0.22515545349907762
52,2042,F,M,0.7214016545073441,0.27859834549265594
57,2042,F,M,0.57877427622193,0.42122572377807
62,2042,F,M,0.2878521665628082,0.7121478334371918
67,2042,F,M,0.10502116930172822,0.8949788306982718
72,2042,F,M,0.07560555123411031,0.9243944487658897
77,2042,F,M,0.01,0.99
82,2042,F,M,0.01,0.99
87,2042,F,M,0.01,0.99
17,2042,M,H,0.8085153314495934,0.19148466855040658
22,2042,M,H,0.8085153314495934,0.19148466855040658
27,2042,M,H,0.9028229562387169,0.09717704376128311
32,2042,M,H,0.9219467074747949,0.0780532925252051
37,2042,M,H,0.9288603887155531,0.0711396112844469
42,2042,M,H,0.9312732599750089,0.06872674002499113
47,2042,M,H,0.9257582819154417,0.07424171808455826
52,2042,M,H,0.9036835847671219,0.09631641523287815
57,2042,M,H,0.8327382308418719,0.16726176915812807
62,2042,M,H,0.594253422958976,0.405746577041024
67,2042,M,H,0.29833845868070585,0.7016615413192941
72,2042,M,H,0.2286070026512118,0.7713929973487882
77,2042,M,H,0.01,0.99
82,2042,M,H,0.01,0.99
87,2042,M,H,0.01,0.99
17,2042,M,L,0.2601344345661767,0.7398655654338233
22,2042,M,L,0.5676546259408554,0.43234537405914464
27,2042,M,L,0.7428603027953189,0.2571396972046811
32,2042,M,L,0.7860019093750551,0.2139980906249449
37,2042,M,L,0.8023759353591965,0.1976240646408035
42,2042,M,L,0.8081929534779165,0.19180704652208347
47,2042,M,L,0.7949757708931314,0.20502422910686857
52,2042,M,L,0.7447370585436696,0.25526294145633044
57,2042,M,L,0.607557267918312,0.392442732081688
62,2042,M,L,0.31291501244278197,0.687084987557218
67,2042,M,L,0.11677551264070125,0.8832244873592987
72,2042,M,L,0.0843779896787538,0.9156220103212462
77,2042,M,L,0.01,0.99
82,2042,M,L,0.01,0.99
87,2042,M,L,0.01,0.99
17,2042,M,M,0.38835124290413714,0.6116487570958629
22,2042,M,M,0.7033518247107654,0.2966481752892346
27,2042,M,M,0.8391490867334107,0.1608509132665893
32,2042,M,M,0.8689850042579012,0.13101499574209885
37,2042,M,M,0.8799791392668899,0.12002086073311014
42,2042,M,M,0.8838426062016491,0.11615739379835088
47,2042,M,M,0.8750322923673776,0.12496770763262244
52,2042,M,M,0.8404739878599058,0.1595260121400942
57,2042,M,M,0.7365430617270646,0.26345693827293537
62,2042,M,M,0.4512789824358941,0.548721017564106
67,2042,M,M,0.19273993997640948,0.8072600600235905
72,2042,M,M,0.14267165666414708,0.857328343335853
77,2042,M,M,0.01,0.99
82,2042,M,M,0.01,0.99
87,2042,M,M,0.01,0.99
17,2043,F,H,0.6757480592927473,0.3242519407072527
22,2043,F,H,0.6757480592927473,0.3242519407072527
27,2043,F,H,0.8209650606732157,0.17903493932678427
32,2043,F,H,0.8535853907881433,0.14641460921185667
37,2043,F,H,0.8656720277874933,0.1343279722125067
42,2043,F,H,0.8699279656710662,0.13007203432893377
47,2043,F,H,0.8602291539491135,0.13977084605088652
52,2043,F,H,0.8224080423071967,0.17759195769280334
57,2043,F,H,0.7107577100183219,0.2892422899816781
62,2043,F,H,0.4195757317006491,0.5804242682993509
67,2043,F,H,0.17345804341255489,0.8265419565874451
72,2043,F,H,0.12760686715443423,0.8723931328455657
77,2043,F,H,0.01,0.99
82,2043,F,H,0.01,0.99
87,2043,F,H,0.01,0.99
17,2043,F,L,0.147875449624257,0.852124550375743
22,2043,F,L,0.3932183487319708,0.6067816512680292
27,2043,F,L,0.5877801383823343,0.41221986161766566
32,2043,F,L,0.6444885816510446,0.3555114183489554
37,2043,F,L,0.6671045473558515,0.33289545264414855
42,2043,F,L,0.6752919274057321,0.3247080725942679
47,2043,F,L,0.6568056111269361,0.34319438887306386
52,2043,F,L,0.5901643100173343,0.40983568998266573
57,2043,F,L,0.43314363015069557,0.5668563698493044
62,2043,F,L,0.18352899176989787,0.8164710082301021
67,2043,F,L,0.06125960052380178,0.9387403994761983
72,2043,F,L,0.043505426570306295,0.9564945734296937
77,2043,F,L,0.01,0.99
82,2043,F,L,0.01,0.99
87,2043,F,L,0.01,0.99
17,2043,F,M,0.23860544050821114,0.7613945594917888
22,2043,F,M,0.5392237394545303,0.4607762605454697
27,2043,F,M,0.720273379693761,0.27972662030623896
32,2043,F,M,0.7660108683261392,0.23398913167386082
37,2043,F,M,0.7834931688639878,0.2165068311360122
42,2043,F,M,0.7897203350243943,0.21027966497560568
47,2043,F,M,0.7755836890397436,0.22441631096025638
52,2043,F,M,0.7222533515879509,0.2777466484120491
57,2043,F,M,0.5798080277608818,0.4201919722391182
62,2043,F,M,0.2887224641767495,0.7112775358232505
67,2043,F,M,0.10542052048795665,0.8945794795120433
72,2043,F,M,0.07590253359903076,0.9240974664009692
77,2043,F,M,0.01,0.99
82,2043,F,M,0.01,0.99
87,2043,F,M,0.01,0.99
17,2043,M,H,0.8091711617284416,0.1908288382715584
22,2043,M,H,0.8091711617284416,0.1908288382715584
27,2043,M,H,0.9031944589670098,0.09680554103299022
32,2043,M,H,0.9222513970597581,0.07774860294024188
37,2043,M,H,0.9291401642805799,0.07085983571942012
42,2043,M,H,0.9315442456236821,0.0684557543763179
47,2043,M,H,0.9260492860602358,0.07395071393976416
52,2043,M,H,0.9040521470184318,0.09594785298156816
57,2043,M,H,0.8333282007014423,0.1666717992985577
62,2043,M,H,0.5952757506299563,0.4047242493700437
67,2043,M,H,0.2992271393092989,0.7007728606907011
72,2043,M,H,0.2293558660489513,0.7706441339510487
77,2043,M,H,0.01,0.99
82,2043,M,H,0.01,0.99
87,2043,M,H,0.01,0.99
17,2043,M,L,0.2609516374700537,0.7390483625299463
22,2043,M,L,0.568695330695708,0.431304669304292
27,2043,M,L,0.7436697085353645,0.2563302914646355
32,2043,M,L,0.7867145065833588,0.21328549341664116
37,2043,M,L,0.8030476707252223,0.19695232927477768
42,2043,M,L,0.8088496268517968,0.19115037314820316
47,2043,M,L,0.7956662542048282,0.20433374579517183
52,2043,M,L,0.7455425803127514,0.25445741968724855
57,2043,M,L,0.6085681548288758,0.39143184517112417
62,2043,M,L,0.3138276929677811,0.6861723070322189
67,2043,M,L,0.1172137067767237,0.8827862932232763
72,2043,M,L,0.08470627302947106,0.9152937269705289
77,2043,M,L,0.01,0.99
82,2043,M,L,0.01,0.99
87,2043,M,L,0.01,0.99
17,2043,M,M,0.3893592641129417,0.6106407358870583
22,2043,M,M,0.7042360786672834,0.29576392133271656
27,2043,M,M,0.8397207963531229,0.1602792036468771
32,2043,M,M,0.8694671643398432,0.13053283566015683
37,2043,M,M,0.880426406266889,0.11957359373311105
42,2043,M,M,0.8842773690541457,0.11572263094585433
47,2043,M,M,0.8754953859094458,0.12450461409055424
52,2043,M,M,0.8410418804355658,0.15895811956443417
57,2043,M,M,0.7373653221918438,0.2626346778081562
62,2043,M,M,0.45232954909680617,0.5476704509031938
67,2043,M,M,0.19340076840961865,0.8065992315903814
72,2043,M,M,0.1431912705930157,0.8568087294069843
77,2043,M,M,0.01,0.99
82,2043,M,M,0.01,0.99
87,2043,M,M,0.01,0.99
17,2044,F,H,0.6766763168512446,0.32332368314875537
22,2044,F,H,0.6766763168512446,0.32332368314875537
27,2044,F,H,0.821587355905562,0.17841264409443802
32,2044,F,H,0.854114451383249,0.14588554861675096
37,2044,F,H,0.8661642618378622,0.13383573816213779
42,2044,F,H,0.8704069388672931,0.12959306113270685
47,2044,F,H,0.860738124396999,0.13926187560300096
52,2044,F,H,0.8230264031720772,0.1769735968279228
57,2044,F,H,0.7116285133170827,0.28837148668291734
62,2044,F,H,0.42060856112970335,0.5793914388702966
67,2044,F,H,0.17406671857395462,0.8259332814260454
72,2044,F,H,0.12807957963117345,0.8719204203688266
77,2044,F,H,0.01,0.99
82,2044,F,H,0.01,0.99
87,2044,F,H,0.01,0.99
17,2044,F,L,0.14841047275669067,0.8515895272433094
22,2044,F,L,0.39423036488593227,0.6057696351140678
27,2044,F,L,0.5888069878966824,0.4111930121033176
32,2044,F,L,0.6454593763616066,0.35454062363839345
37,2044,F,L,0.6680453938479028,0.33195460615209715
42,2044,F,L,0.6762208651003779,0.32377913489962207
47,2044,F,L,0.6577606322753677,0.34223936772463226
52,2044,F,L,0.5911893511941414,0.4088106488058586
57,2044,F,L,0.43418487449300525,0.5658151255069948
62,2044,F,L,0.18416513236525434,0.8158348676347457
67,2044,F,L,0.06150386078686194,0.938496139213138
72,2044,F,L,0.04368218976618652,0.9563178102338135
77,2044,F,L,0.01,0.99
82,2044,F,L,0.01,0.99
87,2044,F,L,0.01,0.99
17,2044,F,M,0.23937651483303274,0.7606234851669673
22,2044,F,M,0.540276940936322,0.45972305906367805
27,2044,F,M,0.7211267752018581,0.2788732247981419
32,2044,F,M,0.7667699101051727,0.2332300898948273
